lat,lon,uv_month_1,uv_month_2,uv_month_3,uv_month_4,uv_month_5,uv_month_6,uv_month_7,uv_month_8,uv_month_9,uv_month_10,uv_month_11,uv_month_12
27.56,-8.18,0.8851753155680224,1.2024345146379045,1.6802664796633942,2.101594202898551,2.3338569424964937,2.458202898550725,2.442945301542777,2.273786816269285,1.9091159420289854,1.4412482468443197,1.0013333333333332,0.7839130434782609
27.56,-7.18,0.8779102384291726,1.1861171032357471,1.6750490883590463,2.1065072463768115,2.3618934081346423,2.53368115942029,2.4768723702664794,2.3098457223001403,1.9189420289855073,1.453702664796634,1.0156521739130435,0.7797755960729313
27.56,-6.18,0.8495371669004208,1.1516024653312789,1.6315427769985975,2.0571159420289855,2.3199438990182326,2.444594202898551,2.4472791023842917,2.27258064516129,1.8974927536231885,1.4423141654978962,1.0015217391304347,0.7542636746143057
27.56,-5.18,0.8445722300140251,1.1368875192604007,1.62875175315568,2.0305942028985506,2.303646563814867,2.425304347826087,2.450140252454418,2.2734642356241235,1.8939420289855071,1.4428892005610099,0.9914927536231884,0.7579943899018233
27.56,-4.18,0.8514305750350631,1.1543605546995377,1.6297475455820476,2.0348115942028984,2.2892145862552593,2.419782608695652,2.4582608695652173,2.2875035063113605,1.8867681159420289,1.4407012622720898,0.9961304347826088,0.7635203366058906
27.56,-3.18,0.8526086956521739,1.1454237288135594,1.6218793828892006,2.0426956521739132,2.2926647966339413,2.4783623188405794,2.4640252454417952,2.2960448807854137,1.9016666666666668,1.4472370266479664,1.0013913043478262,0.7726507713884992
27.56,-2.18,0.8770687237026649,1.1754545454545455,1.6698457223001402,2.0607971014492756,2.2809957924263675,2.460304347826087,2.5024544179523143,2.312131837307153,1.9157246376811592,1.4518373071528754,1.02368115942029,0.7930154277699859
27.56,-1.18,0.8749929873772792,1.1907858243451463,1.6890462833099578,2.0692028985507247,2.2899579242636747,2.4934492753623188,2.5412903225806454,2.331023842917251,1.9154347826086957,1.4561430575035064,1.0195652173913043,0.8044740532959327
27.56,-0.18,0.8306451612903226,1.1234206471494608,1.5713043478260869,1.9495652173913045,2.1650210378681627,2.361666666666667,2.4383730715287517,2.2555119214586257,1.8669565217391304,1.398835904628331,0.981768115942029,0.7507994389901824
27.56,0.82,0.8387798036465638,1.1306625577812017,1.560490883590463,1.9565072463768116,2.177517531556802,2.349231884057971,2.418232819074334,2.2416690042075738,1.8665312046444122,1.407251051893408,0.9832753623188406,0.7492145862552595
27.56,1.82,0.8638849929873773,1.1645916795069338,1.6008134642356242,1.976623188405797,2.186858345021038,2.381913043478261,2.459396914446003,2.266086956521739,1.8797971014492754,1.430841514726508,1.0033478260869566,0.7716830294530155
