REGISTRY,SEX,AGE_GROUP,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
479201099,2,18,558070,533180,479644,453894,395522,392242,378727,341070,283547,214764,200339,146410,122096,96559,68611,50839,31999,25210,0
479201199,1,18,153883,161803,165113,175037,158959,144164,147418,146664,132490,113915,111084,88704,76303,56974,40109,29229,20725,8944,0
479201199,2,18,146354,155162,155985,167189,155595,143249,150663,148622,135891,110221,109221,84592,77957,65415,48772,39656,24929,21976,0
504000099,1,18,1061964,1047459,1073572,1192966,1404423,1469619,1478085,1399016,1505946,1752842,1741091,1461544,1173723,1027980,930014,699474,421049,323453,0
504000099,2,18,997972,996050,1018919,1113964,1335498,1423777,1450788,1385649,1523965,1735805,1726367,1496451,1257358,1150434,1105509,899234,647406,756194,0
504000299,1,18,60905,64470,67891,77271,80494,81984,85688,82410,95601,113970,116226,103248,84309,72824,66508,48087,30887,25192,0
504000299,2,18,57716,60965,64789,71926,73645,79355,84197,82115,96866,115650,118174,106512,90662,80805,78775,62944,49627,57865,0
504000799,1,18,91456,89949,92982,104970,128647,130255,126652,119456,127737,150759,147656,119223,93708,84822,75499,57112,35856,26012,0
504000799,2,18,86704,85249,88230,99151,123874,126210,125991,118448,129651,150173,147440,122760,102174,93274,88033,70988,50108,55495,0
504000899,1,18,51735,51643,53522,59470,61858,63100,65989,63647,68668,78639,76309,61887,49479,43992,37604,28712,17465,12297,0
504000899,2,18,48935,49622,51297,55228,56563,61413,65558,63816,68954,76485,74092,62635,53020,46946,42786,36016,26088,27521,0
505600099,1,18,1637382,1656186,1572994,1604794,1739819,1781654,1822794,1833747,1923207,2026336,2042485,1868308,1639382,1423720,1019054,856747,631872,451947,0
505600099,2,18,1563216,1581354,1504613,1539301,1710617,1791274,1819586,1809378,1878396,1971521,2015114,1884941,1689504,1523743,1173513,1101661,965975,992977,0
511200099,1,18,1457253,1311501,1166357,1162901,1475259,1900424,1886041,1681841,1574752,1532024,1680898,1627514,1238198,831343,486658,454991,246720,142904,0
511200099,2,18,1377903,1243800,1106858,1111911,1459786,1892153,1913406,1749927,1701107,1703811,1927593,1987888,1686440,1282243,929815,1075576,721594,551780,0
519100099,1,18,526050,536094,531415,611384,631804,679618,735889,730183,698653,719840,747901,758676,693076,515292,405907,341805,207816,102074,0
519100099,2,18,494647,507777,504166,583115,603654,656746,709249,708429,689019,727963,774006,797457,752217,630424,558202,538771,400132,270085,0
519600099,1,18,122202,121449,114307,131443,165277,179823,165690,145951,131214,129641,135185,128291,114425,103789,75699,57550,34797,23493,0
519600099,2,18,115419,115420,109141,127700,165396,181155,180608,165537,151415,142668,142217,131534,118064,110330,84423,67430,47010,36672,0
520300099,1,18,1434584,1467542,1233823,1202876,1536402,1778151,1936684,2293245,2189451,1804683,1699789,1655580,1727586,1551455,1068436,643386,418958,268961,0
520300099,2,18,1364881,1397351,1165879,1142630,1468763,1692877,1823660,2167748,2071710,1721215,1657096,1691739,1877987,1820598,1390263,962403,748286,656576,0
520800099,1,18,773774,847521,854548,906893,960611,883961,820221,898376,977591,1041555,996379,892057,837288,852106,659567,426913,258735,192114,0
520800099,2,18,734143,805160,815609,861295,922399,854426,803315,892243,969277,1019305,981851,892835,855707,884765,715971,507474,355887,393726,0
523300099,1,18,184475,192553,164218,155724,199932,252800,241238,231029,230714,212619,212725,204788,180138,142884,105245,87714,51678,31706,0
523300099,2,18,174786,181991,155677,147009,188488,233675,226958,219999,225359,218366,229591,240068,234254,209527,178995,183457,132768,117176,0
524600099,1,18,754877,779471,752042,781458,865062,881224,911216,883095,820216,894614,937751,916867,918285,884271,592179,428515,279324,198453,0
524600099,2,18,721478,745711,719158,746889,825907,836452,856960,834049,783069,873751,930465,933796,959895,955826,689346,565977,444218,481662,0
525000199,1,18,128814,134260,132696,140802,148076,142021,140416,138274,153060,159498,156797,145222,134449,106717,76180,62750,44401,31082,0
525000199,2,18,122751,127484,128288,137259,151946,143445,145677,140299,155066,159179,159892,153194,139761,112956,85610,81221,70570,78281,0
525000299,1,18,96351,108887,111291,115441,105091,94155,97733,99628,110511,111610,110224,110549,111507,100114,61741,50525,38991,32755,0
525000299,2,18,91550,102551,104626,111872,103117,96608,101550,102293,112468,114130,115988,118279,122104,111365,75326,69440,65427,79133,0
525000399,1,18,83767,87931,85521,86392,86096,84092,85236,84019,87835,89791,85369,79828,76017,71927,48470,39250,30169,24120,0
525000399,2,18,79895,83937,80992,83261,81756,82944,85184,82465,87198,87985,86658,86777,83085,77590,54709,49804,45131,51473,0
525000499,1,18,113659,119722,120394,111923,100113,109018,116211,117073,131314,139438,137590,128106,120171,100686,70941,57185,41947,30223,0
525000499,2,18,107433,114518,114699,105375,94226,111272,121034,119839,132352,139020,138261,133147,125464,103904,77558,71665,65375,70510,0
525000599,1,18,198184,213776,212730,207717,199019,182646,191546,196997,217639,218625,206856,187085,172083,156548,111466,84303,63891,51766,0
525000599,2,18,190259,201974,200213,194961,182562,180353,196921,200345,216182,217907,210378,196060,185715,171522,125395,105694,94069,112369,0
525000699,1,18,84106,90174,92849,96055,90826,84046,85027,84232,94247,95698,92786,89335,88704,79117,48606,38845,30131,24843,0
525000699,2,18,80108,85267,88324,93693,89860,83808,85597,85757,95316,95293,94788,95122,94110,86340,57840,52906,48839,57278,0
525000799,1,18,50626,56768,57963,55845,44198,43031,48560,53369,60782,65628,65786,64344,64509,60457,41834,35706,31169,29276,0
525000799,2,18,48225,54453,56761,52194,41390,43851,51092,55405,62968,67716,68551,67837,69300,66241,47838,44544,44720,57684,0
525000899,1,18,158438,165249,165149,178758,184523,166366,163926,164455,177569,180056,171346,160616,162354,161543,118679,86831,68216,58506,0
525000899,2,18,151774,156695,156862,174548,192928,173163,174730,173068,186223,192258,188465,180793,186671,185959,135560,107651,98851,121953,0
525000999,1,18,47471,52227,52190,53913,52319,47042,49504,51922,59096,61245,61299,61239,63171,59428,39213,32615,27807,24453,0
525000999,2,18,46536,49639,49935,54816,53239,48648,51348,53413,60884,62886,63947,65890,68297,65699,46200,42228,41718,54449,0
525001099,1,18,218600,233638,237529,248863,250662,234437,240389,249218,271425,262398,246424,230390,219306,203027,132737,103623,82583,71640,0
525001099,2,18,209799,225378,222691,244685,262174,242397,251654,255477,278090,274462,262220,249864,247208,232201,157951,133096,126829,165170,0
525001199,1,18,17863,19198,18587,18711,20452,18626,18533,17712,19411,20189,18612,17633,17109,15204,9392,8493,6087,4708,0
525001199,2,18,16746,17536,17228,15739,15916,17030,17975,17572,19050,18900,19593,19150,18453,15860,11215,10939,9837,11130,0
525001499,1,18,216440,233447,231076,223763,209161,208734,220562,223067,237852,229454,217653,200908,189084,172742,107550,87966,66130,54979,0
525001499,2,18,207195,221518,220576,213441,204150,205029,222509,225174,239597,231888,224629,211529,210874,195780,130790,119978,109596,133321,0
525001599,1,18,231625,261290,271402,263750,227560,221285,238232,246089,286521,296966,299046,299453,309707,292040,197396,163606,133724,118825,0
525001599,2,18,221824,248512,257501,245907,214661,220930,245554,253625,292562,305606,310339,320986,335220,318914,223327,203915,191978,245284,0
525001699,1,18,65078,73343,78118,72214,59735,63543,66803,67539,76916,83595,89666,88388,86161,79718,50957,45783,37366,30449,0
525001699,2,18,62718,70437,74967,66877,52795,59959,65241,67773,77599,83912,88021,87281,88753,85941,58871,60280,57667,67974,0
525001799,1,18,94519,108025,109940,93930,72127,80036,94617,101143,110761,110969,108994,107782,114024,111224,71352,60514,46842,37410,0
525001799,2,18,90268,104242,104268,86735,66168,79223,93861,99821,109499,109096,111398,112082,121689,119486,80589,73153,65941,80703,0
525001899,1,18,132506,129372,128019,140271,187198,159610,144205,134183,130670,122709,117440,109014,94373,80405,49551,38646,29190,23920,0
525001899,2,18,129969,123061,119888,141399,200264,160101,146753,134250,131892,126354,123558,121082,109843,97587,62896,58504,54434,62225,0
527600299,1,18,229340,205672,194760,213091,276115,367316,380929,351860,325093,373337,353518,276377,219107,197626,193073,175488,93540,64251,0
527600299,2,18,218954,194426,184080,197462,281048,386634,384423,339994,308637,349954,341497,280108,238235,221252,223151,226246,144762,153973,0
527600399,1,18,1453905,1420916,1513568,1742998,1991744,2145412,2087261,1988456,2110700,2652992,2678890,2264591,1859717,1568031,1459396,1329030,733533,490205,0
527600399,2,18,1379884,1351129,1438367,1609914,1852192,2019067,2022157,1962384,2087528,2579005,2627310,2265550,1957515,1686759,1643764,1655734,1085470,1113382,0
527600499,1,18,766219,751561,797715,932484,1065451,1147052,1075481,1008492,1008553,1283954,1379571,1184920,954403,794646,667748,707068,412180,272350,0
527600499,2,18,726970,716010,750935,853655,960204,1046625,1016777,988781,1000248,1255578,1339864,1184752,1008454,860274,758085,873028,574858,576628,0
527600699,1,18,859532,886987,983675,1131805,1194190,1208919,1137820,1106325,1248013,1644122,1675552,1423337,1218950,1022610,967100,905045,486324,323598,0
527600699,2,18,813520,836629,934121,1056320,1085049,1112085,1105023,1103469,1250694,1622643,1653802,1430522,1261931,1076445,1077698,1112083,721612,752098,0
527600999,1,18,429375,438797,478690,554793,614604,624499,589679,555607,629181,837055,877493,763704,663103,499269,472302,444147,251278,165851,0
527600999,2,18,406309,411238,451802,520101,577455,586267,574841,559510,637049,826996,867965,766897,678667,524077,533652,549526,367447,385856,0
527601199,1,18,1992686,2005776,2161809,2470303,2745549,2844554,2695388,2567900,2805733,3662630,3744797,3212732,2660938,2141435,2005490,1917650,1101323,706917,0
527601199,2,18,1883820,1892535,2036610,2294624,2562088,2712196,2655113,2592941,2828233,3619058,3707059,3261253,2833827,2352049,2338879,2451400,1642525,1657451,0
527601299,1,18,77083,72198,73124,87538,111034,128973,118297,105872,104709,129199,131236,111615,94599,83958,79271,73439,39485,27015,0
527601299,2,18,72533,68179,68133,78410,106768,120415,110943,98676,99908,122157,128324,115693,103521,93294,90583,95470,62598,66303,0
527601699,1,18,303058,317837,348696,399720,407538,407957,387040,389588,446444,609491,608726,500894,431766,388616,389904,356603,177679,112604,0
527601699,2,18,288536,301337,332027,374648,376530,382956,390972,404109,457898,613954,615201,517201,455865,417698,433640,425583,256144,263927,0
527603099,1,18,94803,96826,105795,127231,146130,154831,145778,132281,141083,193916,220255,206375,179303,135694,117120,118737,69606,43063,0
527603099,2,18,89360,90803,99118,117871,133573,141203,136632,131781,143004,196261,221750,206001,184286,143421,138079,156716,104863,102735,0
535200099,1,18,56748,59336,54399,56600,64294,62546,60387,56868,54833,52468,54004,52023,45112,37298,26289,18272,13860,10987,0
535200099,2,18,54797,55987,52834,54382,60615,58605,56711,54669,53024,52609,54754,51445,44322,36285,27594,20375,17132,18333,0
537200099,1,18,864135,888757,804975,759012,698097,735010,891464,936538,876104,797581,727953,650480,577758,502948,372708,260939,168730,108353,0
537200099,2,18,828159,850065,769547,721856,682632,780522,959733,964400,884836,800189,740980,659096,581440,507096,390326,297687,222894,216983,0
538000199,1,18,217755,233723,224973,217034,227782,246723,286389,355367,407772,413931,376604,324143,300069,307037,256615,226510,158237,128028,0
538000199,2,18,206598,218407,211182,202595,217516,246440,288595,362121,415133,425192,393572,351104,327036,343263,302863,287053,234227,277268,0
538000499,1,18,63362,65505,62428,60932,63226,67622,78775,99228,109757,112914,96059,81929,78105,73386,65787,52904,33962,22724,0
538000499,2,18,59871,61263,59256,57247,61196,66038,77791,96796,107569,111536,97997,86496,84658,81783,76568,68369,53804,56781,0
538000699,1,18,68774,76174,80489,86292,96705,96527,96141,103412,107838,109046,102529,89460,78657,74678,59149,52880,37258,28095,0
538000699,2,18,65712,71293,75613,80287,89732,92035,93054,100124,109000,112562,108284,97102,87635,84169,69896,67079,53760,50277,0
538000899,1,18,247935,264690,256058,250426,259201,280277,315885,382838,450973,459817,416490,372270,342828,340675,294469,262819,174166,116187,0
538000899,2,18,232805,246689,241157,233388,243519,273960,318755,390755,458530,472673,439750,397319,375447,377403,342312,328257,258578,259387,0
538001399,1,18,551008,598802,592156,584040,587152,607150,681942,848617,1004320,1044274,957915,802072,714360,677185,575759,472402,305167,222826,0
538001399,2,18,524047,567144,557705,547144,561191,604925,686592,840563,981328,1027751,960692,824377,746782,730591,658864,598666,478058,551653,0
538001499,1,18,76773,82441,79146,78313,84413,91722,103397,121550,133300,135833,127664,112463,105825,102910,89083,78511,57127,45704,0
538001499,2,18,73433,77590,74221,72882,81066,92109,104219,124866,139031,143239,136079,120855,114759,112812,101558,99442,84298,98587,0
538001599,1,18,19639,20800,21699,23098,26202,27968,30466,37948,40240,40853,38173,34750,31575,28498,24002,18024,12513,8882,0
538001599,2,18,18271,19940,20473,21380,25126,26780,29597,36546,40337,42138,39900,35665,33447,31051,28694,24003,18833,18087,0
538001699,1,18,134469,151000,161007,165143,176243,173048,169420,182568,194216,194943,181809,158858,143608,135103,101223,75608,47848,29498,0
538001699,2,18,126689,142439,152550,158026,171661,169915,172842,190306,206280,209716,198612,174564,155972,147919,117729,98982,75540,65571,0
538001899,1,18,120975,134708,134873,132661,134766,144191,163150,198700,239756,254552,245827,208812,187470,191078,168477,141998,88291,69330,0
538001899,2,18,113938,127720,127102,123172,126444,140863,156837,190684,237045,252669,245645,214616,202136,210063,192469,178982,136859,174658,0
538001999,1,18,66007,69843,70868,70194,70119,71720,78383,89965,103152,110243,102944,88967,80401,73332,60027,46802,31750,25570,0
538001999,2,18,62711,65847,66306,66335,66713,71091,76339,90031,103405,109110,103440,90123,80833,75723,68004,60248,50119,64123,0
538002299,1,18,64167,68897,70107,71342,73902,75251,81100,101798,128456,136478,128687,113421,105850,108161,95491,85038,60978,48025,0
538002299,2,18,61199,65744,65854,65727,70853,72863,81952,105624,132326,142765,137413,122717,116542,123920,117786,115261,98366,111029,0
538002599,1,18,143890,157253,149988,145225,144358,152870,176913,217120,249104,249794,221905,182828,161875,154603,129050,103908,65066,45094,0
538002599,2,18,137698,148505,140237,134226,135991,150007,177116,210737,233292,236881,217530,184768,169048,164781,146401,134074,105485,118776,0
538002699,1,18,399447,419374,401840,384894,396660,438034,517166,618419,715655,723039,634666,523545,464974,461441,401916,349917,225812,151074,0
538002699,2,18,375718,393473,374831,353124,368983,423005,506493,610672,713815,730336,660899,564280,520353,531941,490629,462612,356341,361084,0
538002799,1,18,98736,106800,116000,123225,138487,141522,142079,152516,162966,168115,160826,143257,126377,111867,85717,76192,55438,38394,0
538002799,2,18,93327,101674,108694,115340,132372,138005,138973,151515,168693,177445,172263,151042,132395,119634,99093,98577,82717,79400,0
538002899,1,18,23193,24478,24843,25386,25866,27348,30974,36053,41347,43929,40560,35489,33723,30067,25025,20249,12676,8272,0
538002899,2,18,21522,23250,23887,24030,24622,26614,29217,34487,39798,42674,40958,35780,33125,30924,27470,25513,21543,23283,0
538002999,1,18,46478,50024,51119,52772,60535,64427,66469,72682,77464,76019,72102,63798,57660,58108,44408,36222,24508,17223,0
538002999,2,18,43210,45992,48191,50443,57637,60476,64040,71280,77962,76897,74733,67730,62233,62385,50760,44264,33957,32026,0
538003199,1,18,13203,14171,14815,16120,18001,18672,20016,23021,24339,26325,24572,22435,20649,17726,14910,11780,8479,6915,0
538003199,2,18,12088,12914,13838,14911,17013,17698,18561,21473,23454,25550,24551,23011,20784,19154,18541,16305,13281,13563,0
538003399,1,18,152509,162112,168237,178334,199378,197583,195164,211635,225952,228152,216522,194848,178133,163494,124890,103502,73659,54265,0
538003399,2,18,145319,154269,158747,167465,189381,191478,197936,218587,235576,243448,236314,213192,196451,184216,149451,136982,110955,106736,0
538003499,1,18,69714,72067,73306,75239,75622,76023,79758,84736,98660,110093,104366,83648,66640,60581,57033,45506,30482,23365,0
538003499,2,18,65789,67111,68734,70910,71499,72525,77545,84884,98758,106802,100808,83395,70084,66708,65056,56160,43608,49914,0
538003799,1,18,220026,237627,247303,263271,299064,306088,301527,324329,346485,353123,339542,307108,278647,252628,190853,167601,122353,89513,0
538003799,2,18,210135,223903,234588,248747,286636,299372,301798,331910,363598,376802,366655,336888,302457,278139,226172,216490,181361,178783,0
538004099,1,18,56943,61034,59186,57791,60632,67927,78511,97823,113543,118075,108504,92347,83610,79113,64687,58787,39536,28110,0
538004099,2,18,54204,57679,55237,54102,57440,66684,77658,94585,109715,112995,107050,94535,86570,85298,75026,77015,66095,72951,0
538004299,1,18,55848,62862,69628,74825,84978,90038,89443,96412,104299,110060,108630,96844,88436,76475,58118,58273,43582,34345,0
538004299,2,18,52233,58545,64670,69069,80397,84820,85608,94027,104995,113084,111508,101700,91656,82068,66693,74061,62670,61992,0
538004399,1,18,139085,149032,145915,140913,139552,145979,166711,203928,233865,240007,216679,179924,161965,148970,120958,97413,61075,39379,0
538004399,2,18,130504,141798,137738,131913,132729,145211,164388,195689,218590,226849,210135,178466,164687,155399,136338,123558,96298,100469,0
538004499,1,18,92803,103149,108400,113404,122129,118668,123743,134797,140036,143258,128481,109549,96383,86999,64566,51069,32998,20747,0
538004499,2,18,87719,97701,103542,106989,117959,119539,124692,136623,145549,148486,135856,115377,102217,94876,76575,68045,52563,45789,0
538004799,1,18,88080,91080,87823,84706,85150,90132,107485,136287,152597,156343,133282,112442,105491,96545,86337,69588,43884,26474,0
538004799,2,18,83425,86194,83287,79027,81102,89249,105594,132719,148505,152602,133091,117658,112137,105678,98798,87723,68295,67157,0
538005099,1,18,11707,12606,12250,11558,11777,12941,14353,17672,20590,22094,20079,16985,15930,14698,12933,9957,6893,4795,0
538005099,2,18,11465,11815,11391,10940,11284,12759,14108,17438,21033,22027,19788,17358,16248,15146,14008,12929,10613,11894,0
538005199,1,18,26405,29463,31970,34957,40782,41349,40662,43799,47025,51381,48132,41511,37375,32868,26356,24189,17844,13442,0
538005199,2,18,25047,28005,30476,33298,38546,39895,39532,44869,48829,52256,49227,42432,38075,33884,30019,30768,27136,27976,0
538005299,1,18,22819,25338,27793,30420,35585,35598,34315,36707,40327,43755,42378,35930,32839,30080,23484,22560,16478,12879,0
538005299,2,18,21228,23970,26501,29111,33345,33823,34000,37520,41592,45654,43042,36883,33770,31507,27119,28764,25287,27272,0
538005399,1,18,64320,68516,70822,76851,87107,90373,88999,92052,94369,96616,94012,86205,79017,72995,57401,49033,36235,27716,0
538005399,2,18,59892,64164,66811,73221,83394,89149,88018,94613,99918,104392,101423,91528,82825,77445,63320,61319,53328,55128,0
538005599,1,18,136640,143288,141773,143419,151657,159237,179263,217303,238637,242999,227131,197988,183435,170905,146378,136320,96927,78728,0
538005599,2,18,129340,135363,132606,133115,145023,158529,180546,217876,240663,246956,232115,211887,195963,185493,169263,171140,141893,165658,0
538005799,1,18,443090,490772,528815,560269,611035,607398,614531,708338,751218,768933,720469,634867,587608,564143,441910,368299,255879,188849,0
538005799,2,18,417846,463583,503196,526883,577698,593161,621168,717560,774711,808803,771005,692716,638765,620743,509074,467784,375775,372495,0
538005899,1,18,18087,19602,21113,23158,26555,28143,29115,32476,34119,36321,34777,32018,29829,25842,20737,19829,14920,11435,0
538005899,2,18,16924,18142,19835,21990,25168,26606,28163,31063,34112,37098,35227,32601,30624,26558,23693,25564,22306,23953,0
538005999,1,18,70308,77867,82938,87227,94630,90397,88363,96768,104974,107773,98870,90509,81971,75108,54563,42177,29648,19959,0
538005999,2,18,65860,74600,78131,82495,91221,88797,89585,101407,113172,118747,114772,103245,92589,88335,72642,63185,51991,47202,0
538006099,1,18,115410,128144,135224,139395,146429,138061,136551,151112,158766,158967,144560,120895,106376,95211,66523,45599,26991,14420,0
538006099,2,18,109413,120219,127673,131884,142949,139043,142649,158144,169271,169119,153912,128682,111402,100938,75851,59152,42545,33541,0
538006199,1,18,71699,74643,70964,69600,71270,78664,92291,115465,128671,130419,116331,99627,92791,88845,72796,63158,41544,30234,0
538006199,2,18,66009,69073,65817,64260,67687,76896,89528,110110,121595,123212,114909,102715,96770,94456,84786,81821,68112,78693,0
538006899,1,18,401547,432495,411902,397601,404704,430598,495343,620187,735858,742434,681955,582251,510443,502919,424276,383590,271852,218571,0
538006899,2,18,379430,406359,385338,366434,379818,427391,500965,622711,728521,736291,696313,616200,557972,553125,483690,475381,389659,464086,0
542800099,1,18,265587,263862,238538,228500,304913,365473,348140,321103,332871,323985,334905,320202,259671,205733,167592,136147,75197,43930,0
542800099,2,18,248991,251106,226675,216443,287958,346227,333770,322104,345403,349952,380869,388935,354054,319752,308681,296679,203070,168726,0
543800099,1,18,4871,4970,4877,5217,5676,5845,5818,6263,6908,7943,7729,6999,5903,5250,4118,2548,1378,936,0
543800099,2,18,4263,4451,4700,5340,5532,5594,5817,6087,7019,8084,7999,7169,5946,5221,4300,3057,2106,2107,0
544000099,1,18,386466,356195,349358,425750,507939,499021,451872,435736,475696,497137,525715,478870,367238,285596,237125,196211,125565,75648,0
544000099,2,18,367186,339632,331590,402739,481044,471736,439168,445243,508290,544679,594341,579926,493457,439053,420928,402680,307240,245530,0
547000099,1,18,56602,53939,53043,62951,79622,89715,89409,85000,75285,67559,73517,77184,72858,71995,46206,31640,19446,12732,0
547000099,2,18,52741,50412,50689,58577,73360,82617,81620,78072,70765,64683,71857,76933,73327,75879,52180,40499,30698,25584,0
552800099,1,18,2278219,2392686,2564397,2581524,2697642,2660359,2549687,2532051,2931846,3237225,3175908,2881605,2630029,2481471,1744817,1236161,793455,537737,0
552800099,2,18,2169117,2282335,2449848,2462418,2622575,2611572,2528863,2540049,2941385,3195529,3144590,2878486,2634250,2522879,1864824,1477962,1155002,1181714,0
557800099,1,18,791743,808064,788271,840415,880300,894036,889248,887690,957405,955325,867830,799024,728171,682086,481587,316840,220295,188077,0
557800099,2,18,750870,768615,754724,789809,831388,863498,838159,831915,902202,899388,821383,774011,717555,686244,516147,380705,308572,386843,0
561600799,1,18,142565,156407,147493,170542,209008,237004,258871,248970,222375,193247,202473,235387,221034,164868,93045,75004,53725,36560,0
561600799,2,18,134528,148332,141241,161795,200303,219731,240112,231838,209935,188610,201549,241868,241936,198798,128939,126457,106742,97934,0
562000599,1,18,25201,28126,30417,33525,35336,36898,37418,40661,37578,34663,34262,29597,25151,18416,13745,10320,7232,3889,0
562000599,2,18,24011,27037,29230,31942,34337,34781,36847,40661,38112,34951,35648,30768,25576,21740,18219,15841,12870,9836,0
564300399,1,18,98699,90969,82471,72671,78611,119632,128215,120174,112234,95983,106138,108803,89515,58188,25166,26592,13291,7282,0
564300399,2,18,93106,86856,78216,70495,79177,113355,122968,120901,117005,107083,125620,144906,137815,102296,54351,76095,48467,33021,0
564300499,1,18,483656,412665,365750,361004,512443,688662,649969,585847,546482,488784,530208,516042,439353,293725,176962,167112,71319,46389,0
564300499,2,18,457101,388126,343828,340550,489374,670383,658153,631279,600578,544474,641679,683852,658589,486893,349248,390157,204745,171425,0
564300699,1,18,191303,176612,156550,145569,176011,242797,249174,232496,200569,180944,207747,207766,166800,95972,53169,49739,23992,12632,0
564300699,2,18,179851,167255,148743,131419,152549,219411,232934,229007,205802,194022,237226,266022,244371,160495,111837,130544,78545,57178,0
564300799,1,18,91229,82827,74853,80716,114793,132391,124458,111487,104368,97276,114154,116479,96323,60964,35329,35025,17836,9791,0
564300799,2,18,85173,78222,70478,66650,85046,114695,114173,111149,112088,111736,136954,153143,144172,100529,73776,90932,60912,47587,0
564300999,1,18,148167,131114,115652,126210,195013,210394,198402,178799,168775,152358,165652,157310,130701,81590,44131,42135,18847,14011,0
564300999,2,18,139546,123940,111086,106433,143136,198022,196602,186492,177501,163122,189419,204823,192143,133568,91303,108401,60897,55725,0
564301099,1,18,150537,134061,121162,107572,125590,183777,193859,177559,157497,143483,164999,149144,106070,55167,28214,27203,11173,5271,0
564301099,2,18,142975,128960,116257,106184,112352,161216,180834,175746,162737,154199,189874,191830,156623,97743,63936,72815,40922,26964,0
564301199,1,18,118930,111761,100099,101942,145960,178174,175239,161853,149758,130998,139528,125050,92304,50120,24493,20035,7705,5087,0
564301199,2,18,112843,104959,95603,81093,92402,150843,161141,160619,149274,134858,161126,165499,147039,95163,62342,68629,34498,22012,0
564301299,1,15,201547,177739,156325,135478,159832,234050,250810,176955,191623,171730,200683,210988,171719,107007,143954,0,0,0,0
564301299,2,15,192580,170188,148909,128200,148582,225579,246917,271660,203546,189601,235272,270315,245855,171843,393128,0,0,0,0
564301399,1,18,361635,308133,266171,258069,318841,408664,389609,344677,313590,304104,362919,342628,259610,156468,94027,100229,42171,24850,0
564301399,2,18,341391,289133,252162,242376,307122,393454,389654,365929,344876,340055,420675,428075,357096,241481,187374,233236,119375,100254,0
570500099,1,18,277928,268972,237179,244998,274910,337691,384909,410500,388886,386175,390617,379533,357445,264195,198158,155336,98625,57419,0
570500099,2,18,262303,254451,223260,229792,260039,312060,350149,371339,357781,368881,378925,372288,357197,287587,245155,221656,182544,165333,0
572400199,1,18,107798,121626,108300,96986,98055,108098,138660,177877,176019,160052,141620,124904,108568,98748,77198,58132,47116,39056,0
572400199,2,18,99789,112565,101754,92228,94637,109393,135791,165353,160046,147455,137772,124177,110302,102440,82876,68323,65611,72479,0
572400299,1,18,116315,133479,130144,127502,134907,144932,163070,187133,183686,182083,170700,146048,115244,100630,82399,65945,54765,38362,0
572400299,2,18,106882,123826,120452,118396,127348,140563,158221,177546,176279,179989,171876,149282,120900,111303,96094,86307,79684,71661,0
572400399,1,18,216900,235077,217127,202436,212165,231554,291971,347231,326292,298009,253400,205903,164694,145563,114200,95050,72030,51356,0
572400399,2,18,203193,221797,205364,192115,202147,225540,274053,308311,297168,282125,248269,209018,173859,161407,132659,121001,105406,96885,0
572400499,1,18,68613,71147,66710,62446,63377,70846,90643,111877,110497,103750,93999,81521,70043,63229,49071,38827,32509,26039,0
572400499,2,18,64784,67816,63732,59929,60530,69411,88079,104284,102256,98488,90737,80336,70248,66714,53850,48145,46958,54949,0
572400599,1,18,57862,62608,58500,56995,63878,79976,102568,128656,126101,122049,122740,118018,104319,93131,66223,58655,52275,38955,0
572400599,2,18,54704,59320,55318,53946,61802,77337,101604,125448,125594,123843,128052,126936,112752,106792,79884,81023,83933,89544,0
572400699,1,18,209644,215258,198181,182204,185738,223731,291800,365429,364331,348492,327496,296565,258156,236831,177436,146163,121206,83060,0
572400699,2,18,199861,203738,187506,170118,178350,220159,283676,350123,349456,344874,340420,311899,276164,263186,209479,195611,186946,193635,0
572401099,1,18,102694,112829,102942,95929,96524,101382,125560,160649,161509,150181,137302,119949,102396,89089,68053,51539,43703,35836,0
572401099,2,18,96004,104473,95861,87416,91005,103871,127266,153205,149783,140116,130889,118241,101827,91984,73493,62487,62191,69329,0
572401199,1,18,142219,175960,183129,176238,194620,221453,261380,308598,328122,308952,273368,216890,180610,154065,121943,88249,63101,38862,0
572401199,2,18,135769,167599,173310,167754,190768,226656,265501,299991,316453,302720,273114,221888,189196,166684,137847,112365,93528,76850,0
572401499,1,18,38642,42089,39179,36353,36783,40662,51146,65726,66858,62044,58889,53814,44768,39788,32487,24728,22730,19294,0
572401499,2,18,36280,39257,37590,35263,35915,41177,50738,62874,62324,60451,57811,52884,44009,40760,35478,30663,32088,37245,0
572401599,1,18,73587,82593,74972,70663,73496,83444,106971,134099,129727,121320,106560,91144,76177,69989,55256,44018,35884,26885,0
572401599,2,18,69001,77568,72222,66722,71917,84170,103941,124245,119873,114146,102930,90462,79741,73687,62740,54524,50144,51431,0
572401799,1,18,32472,36868,36391,36479,40821,45962,52763,59022,62604,66049,67096,60281,50512,45989,40933,36485,33202,30556,0
572401799,2,18,30339,34138,33832,34473,39079,43583,50814,57674,62756,66951,65950,59385,50750,50640,46444,45197,45942,55848,0
575200099,1,18,1509139,1489543,1375416,1389873,1688346,1716812,1589029,1561864,1640103,1696915,1608326,1458881,1411705,1454870,1207314,793399,521455,442229,0
