REGISTRY,SEX,AGE_GROUP,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
384002430,1,18,2136814,2216232,2195956,2266868,2473203,2244504,1947777,1783009,1713209,1745660,1764128,1610891,1250009,904414,577673,375601,227131,176232,0
384002430,2,18,2066935,2148678,2121181,2191483,2385746,2270317,2074205,1977390,1926917,1954614,1984642,1841175,1520409,1168267,792821,563665,392441,408608,0
384002450,1,18,4247479,4313733,4116550,4048777,4212910,4043170,3847287,3579400,3317507,3038364,2590895,2051727,1491640,1041849,671663,455273,302647,256822,0
384002450,2,18,4090771,4147933,3984619,3892012,3932602,3630264,3509071,3378609,3217473,2922891,2564678,2133130,1642176,1210790,856269,619358,446096,446363,0
384002460,1,18,6311139,6461040,6754727,6980245,7628298,7843890,7603339,7132993,7207496,7995442,8911856,9074611,8066256,6793155,4843361,3255415,2233873,2125577,0
384002460,2,18,5991070,6144244,6416691,6597233,7114319,7462413,7343225,6930482,7064071,7932132,8976683,9286166,8483675,7359341,5503196,3983200,3074407,3958765,0
384002499,1,18,14499955,14881978,14932031,15158245,16404268,16475850,15661830,14584706,14265663,14649616,15018559,14314981,12123735,9779202,6806691,4586461,3088602,2859647,0
384002499,2,18,13859788,14252985,14329307,14467690,15415986,15692448,15323395,14574694,14465557,14889315,15494029,15090475,13233184,11011275,8035508,5814851,4386513,5336767,0
384002510,1,18,4911995,4903253,4854995,5003380,5496231,5664448,5349780,4877386,4714326,4848943,4888612,4612123,3877199,3137003,2193516,1492747,1043535,1015571,0
384002510,2,18,4702472,4695192,4668506,4781138,5112961,5210263,4955808,4617473,4553655,4683667,4823342,4671461,4099660,3434871,2542366,1839285,1400607,1774893,0
384002529,1,18,867624,912781,919431,943261,1077871,1271336,1199010,1101180,1096430,1021175,971610,895895,772113,612619,419112,305006,204916,190987,0
384002529,2,18,813683,867470,879196,901166,1038515,1283825,1307031,1248821,1267037,1178594,1128152,1073439,951977,765629,527651,399298,296298,323641,0
384002530,1,18,477339,515032,509119,544108,624162,601568,514237,453037,425596,449045,465457,425954,322587,230461,151456,108715,67779,52107,0
384002530,2,18,456656,494851,486132,517069,572076,569368,493416,453390,433472,457839,481462,451013,363416,281149,198660,148000,102642,108367,0
384002599,1,18,6377128,6487581,6439934,6651539,7373769,7708820,7222830,6574221,6366386,6444656,6444570,6035293,5047349,4033165,2796802,1926654,1328411,1268210,0
384002599,2,18,6090530,6208538,6186915,6355953,6890377,7217922,6901617,6452978,6378835,6441007,6551909,6301892,5496300,4540230,3307217,2412120,1816142,2223618,0
384004010,1,18,374050,387047,392184,389464,404551,388064,381387,369578,368710,378868,408010,397065,357921,324169,248712,174441,111445,87862,0
384004010,2,18,353244,369098,371795,369310,388522,380165,371394,359702,366479,374711,412182,412497,388500,358239,285467,209996,153066,164556,0
384004030,1,18,98885,99901,96950,99156,104598,87666,78289,70871,63770,62646,67948,67187,56682,39743,23622,14786,8728,8130,0
384004030,2,18,95449,97009,94211,97927,103985,91667,86277,82206,74944,73929,79544,78992,67411,47700,30406,22170,15867,19143,0
384004099,1,18,490887,505178,506780,505294,530385,496534,480218,458825,447569,454466,487627,474805,422666,369939,276131,191472,121558,96963,0
384004099,2,18,465332,484171,483131,483398,511810,492175,478029,460131,457510,463163,505219,503559,466213,413311,320541,234920,170641,185552,0
384004210,1,18,536418,540571,548295,574438,581719,617814,613419,561221,550267,618397,688542,670615,571272,469543,332557,219282,150963,149805,0
384004210,2,18,513367,515905,524954,542306,543007,588389,589461,543876,551701,630929,704901,692953,603899,510384,382405,273327,212534,288759,0
384004229,1,18,66911,70845,67161,63427,63373,74607,79337,80173,78671,70347,63349,57077,45401,36278,26676,18412,10461,7937,0
384004229,2,18,63770,67608,66527,62087,61917,80943,90913,91684,90728,81801,74572,65409,54886,44544,31094,21516,13842,12110,0
384004230,1,18,323635,332596,332446,339978,353031,338177,301709,284066,285053,309636,315271,278763,214271,161066,103264,66250,40868,29041,0
384004230,2,18,312534,323679,320983,334174,354472,363057,352457,336723,336755,366915,376799,343311,284148,222722,148963,101539,69056,72127,0
384004299,1,18,935484,952033,955431,984734,1005694,1039231,1003377,933930,921812,1005535,1073508,1011646,835023,669608,464096,304917,202843,187273,0
384004299,2,18,898262,915046,919477,945288,966162,1039856,1040545,979758,986144,1086317,1162651,1107407,947275,780625,564375,397643,296251,373967,0
384004310,1,18,701361,732155,747806,752046,758602,763722,810885,754831,707078,777882,888170,895680,776116,607232,422290,293925,204619,195942,0
384004310,2,18,669285,702319,713903,722656,733573,723677,781463,723602,689912,771733,894192,906646,791531,638534,468807,352423,276506,376937,0
384004329,1,18,61190,61652,58197,54981,66050,73867,64695,52689,48672,38419,30391,22866,18049,12883,8513,5372,3270,2722,0
384004329,2,18,58816,61130,57276,54827,63315,74746,72366,58513,50791,39898,32157,26373,21819,16101,10323,7322,4905,4887,0
384004330,1,18,108508,106653,95373,83176,84695,81682,76353,67162,58499,52831,46138,38007,25707,15565,9197,5266,3314,2550,0
384004330,2,18,103769,101485,91483,78502,79437,78513,75391,63708,55524,47677,40779,34936,25569,17730,11277,7519,4900,4207,0
384004399,1,18,898414,922435,920726,908616,927279,935920,966917,887904,825585,880481,975773,966678,826851,640313,442902,306425,212122,201808,0
384004399,2,18,858159,886458,881346,873793,893613,893189,943989,858451,807555,870806,978797,978469,847056,678353,494045,369597,287636,387103,0
384004499,1,18,486193,524015,523426,530718,557776,497399,470278,450725,441255,450016,480429,477248,417411,349841,245998,168192,102880,79840,0
384004499,2,18,472272,503415,499413,510363,544780,503309,488644,473402,470598,478599,515981,520163,467861,394054,295031,222372,160180,170021,0
384004510,1,18,1029095,1108887,1146522,1157276,1263317,1181239,1127992,1116886,1189949,1249065,1269400,1218817,1091152,978479,717821,471787,302807,245865,0
384004510,2,18,982522,1059381,1092486,1093314,1134432,1159675,1131061,1121914,1187623,1244686,1304004,1293041,1200824,1092884,825649,588661,432948,479612,0
384004529,1,18,65978,60923,55776,52035,59627,68187,75216,68646,63579,51209,40238,31070,22940,17702,12716,8028,4107,2714,0
384004529,2,18,62514,60053,57085,52936,57909,71855,78514,74587,67601,54460,44054,37273,30922,23637,15039,9635,6074,4770,0
384004530,1,18,412144,427158,425732,450437,478949,404144,345464,335212,335592,343752,350659,329250,274756,206477,129967,80987,47237,34405,0
384004530,2,18,401017,414772,415065,446933,471749,438399,398620,397805,406260,411273,415965,395548,346284,267906,179399,125615,90021,94803,0
384004542,1,18,38639,34791,34646,33275,33704,30324,28685,30147,29726,26213,24439,21432,17680,14222,8911,4984,2665,1656,0
384004542,2,18,37597,34077,34004,32985,31969,29330,29062,30063,29618,26546,25133,23428,19864,15771,10125,6901,4166,3674,0
384004599,1,18,1545856,1631759,1662676,1693023,1835597,1683894,1577357,1550891,1618846,1670239,1684736,1600569,1406528,1216880,869415,565786,356816,284640,0
384004599,2,18,1483650,1568283,1598640,1626168,1696059,1699259,1637257,1624369,1691102,1736965,1789156,1749290,1597894,1400198,1030212,730812,533209,582859,0
384004699,1,18,134242,124997,113372,123696,180085,160948,141779,119801,103856,103898,119659,126242,112022,83962,56571,40320,30356,31412,0
384004699,2,18,128873,119215,107925,114830,156581,131937,122092,104432,93490,97586,115104,122554,106565,81759,60419,49173,42948,60178,0
384004710,1,18,285852,294757,290563,287422,306598,280209,291940,268688,250329,254016,285139,292736,259210,207185,142148,101207,73402,70963,0
384004710,2,18,270148,279125,277015,276075,292907,263028,280293,258688,242815,248330,286330,295369,268776,218831,158541,125337,104092,135234,0
384004730,1,18,29384,28477,25199,24307,26024,21967,20274,18048,15229,14465,14654,12367,9015,5789,3753,2637,1465,1129,0
384004730,2,18,28561,27269,24211,22062,22325,20241,18930,15941,14324,12840,13176,12264,9082,6786,4889,3459,2360,2238,0
384004799,1,18,337854,341336,332418,328052,351545,321454,329804,301138,278485,279296,308329,311761,273443,216797,148081,105291,75701,72711,0
384004799,2,18,320429,324106,318063,314365,334121,300911,315873,289814,270335,272553,308730,315889,284733,230584,166629,130710,107541,138558,0
384004910,1,18,352977,366731,362028,344103,349621,404882,401868,380204,378534,391380,391426,372535,334824,306920,229364,149815,89825,67351,0
384004910,2,18,334878,351470,346987,323385,333298,381089,374384,354503,353624,358023,365011,362022,342874,311213,233478,154845,100304,99923,0
384004929,1,18,34359,41283,43761,40998,44825,54312,52780,48474,48341,44722,42799,38211,33928,30178,21507,14592,7880,4883,0
384004929,2,18,32169,38693,41611,39192,44922,58194,60576,59870,60134,58495,56127,53218,49988,43839,29779,19375,11542,8727,0
384004930,1,18,64663,64113,59936,57992,63623,64611,55726,50721,48313,47357,44513,38240,30003,23217,16364,11208,6398,4033,0
384004930,2,18,62212,61656,57172,53954,59916,64373,56696,50701,48064,45610,43254,39174,33442,27851,20276,13453,7922,6436,0
384004999,1,18,463619,483099,476322,453846,468715,535293,521403,489082,483645,492391,487503,456293,404431,364747,270044,177311,105036,76942,0
384004999,2,18,440521,462901,456539,426880,449008,514890,502545,474270,470710,470660,472983,462362,432605,387740,286780,189648,121080,116161,0
384005043,1,18,35356,31509,28188,27714,28119,27107,22590,18202,16306,16978,18470,16207,12722,8910,5832,3658,1990,1260,0
384005043,2,18,33695,29065,26764,25752,25699,25327,21326,17516,15534,16287,18383,16849,13473,10009,6532,4440,3231,2269,0
384005099,1,18,140875,134544,127956,125096,166937,165323,148761,124597,115568,119625,132817,132759,112795,80917,49315,27452,15190,11236,0
384005099,2,18,134054,126075,121269,112871,125379,143057,133593,114113,105475,108504,121460,123239,104520,73740,46435,28625,19093,18740,0
384005110,1,18,498777,514513,529890,535101,565329,543676,519184,507228,533711,564269,605546,598943,535878,474961,354157,243260,155819,116182,0
384005110,2,18,476914,491559,504965,509941,542544,536957,513727,505825,532394,560835,613586,621457,575152,526955,413617,309901,222450,230559,0
384005130,1,18,232454,242372,241997,257426,277474,237088,205486,191237,181605,179736,194681,192652,162801,118600,72263,46892,27857,21029,0
384005130,2,18,227767,235221,235126,255980,289651,261180,241153,231756,222692,219757,235489,235660,202897,149562,98567,72439,52052,55548,0
384005199,1,18,748751,776383,792473,811958,867073,803453,747581,720894,736737,763736,817501,806290,710285,602518,432262,293645,185331,138559,0
384005199,2,18,722286,746955,762052,785795,855155,820403,778991,761761,777854,801130,867784,874487,792513,687840,519501,386570,277171,288560,0
384005210,1,18,895088,942765,956700,968452,1025869,996297,951302,892916,878868,885181,910336,891784,820508,785879,622434,442078,291220,241213,0
384005210,2,18,855456,906724,920899,919623,956750,924266,898646,866766,865865,879846,935641,961507,923053,874443,693193,489090,337275,365786,0
384005229,1,18,42098,47469,45698,47921,62818,62065,61332,57622,53497,43439,36481,29539,24200,18410,13071,9082,5514,3630,0
384005229,2,18,40372,46958,45748,46152,55115,59624,64225,62648,60241,51499,43785,39112,35560,29092,18653,12567,8169,6560,0
384005230,1,18,81315,85369,81170,82787,92594,85537,76881,67676,60969,55953,52960,46024,34771,24865,15626,10137,5853,3783,0
384005230,2,18,77865,79920,76815,76089,77388,72917,66767,60963,56286,51689,49351,44494,35381,27362,18336,12235,7971,7211,0
384005242,1,18,95197,90672,85351,83680,92096,84732,72987,62420,55750,51907,50531,43183,32692,24734,15809,10566,6122,4243,0
384005242,2,18,92075,89337,83759,81611,87131,80572,69363,62554,57602,55440,56101,50612,39806,29275,20953,14761,9291,8023,0
384005299,1,18,1113698,1166275,1168919,1182840,1273377,1228631,1162502,1080634,1049084,1036480,1050308,1010530,912171,853888,666940,471863,308709,252869,0
384005299,2,18,1065768,1122939,1127221,1123475,1176384,1137379,1099001,1052931,1039994,1038474,1084878,1095725,1033800,960172,751135,528653,362706,387580,0
384005310,1,18,741208,791067,794513,781095,858119,942711,938141,854451,820647,800846,815069,817140,723077,586772,383973,244483,160566,139265,0
384005310,2,18,707197,747620,756706,730045,774618,873269,873137,807968,773213,777402,831435,846118,761953,622034,426473,290660,210503,253675,0
384005329,1,18,33068,35903,37552,34048,41917,45708,45612,39969,37392,32644,27569,22190,17040,13123,8847,6058,3667,2934,0
384005329,2,18,33344,37279,40196,36903,40635,49627,50169,46813,45829,38731,33645,28385,23986,18852,12155,8557,6032,6011,0
384005330,1,18,59384,62088,60231,59605,67593,67177,60534,53327,50615,45840,43539,38875,28625,19044,11335,7470,5131,3021,0
384005330,2,18,56683,59039,56699,53646,56476,54714,49346,44966,40208,38713,37096,35632,27347,19177,13159,9627,6999,6123,0
384005399,1,18,856013,909946,912806,896266,990549,1078357,1065214,966773,926216,895014,901411,891654,779079,626249,408413,260133,170502,146070,0
384005399,2,18,818909,864950,874159,841519,894216,997903,992237,917741,875825,869816,917493,923996,824074,667530,456297,311332,225054,267143,0
384005410,1,18,43414,26492,19076,32733,56137,112751,114919,77405,55286,46694,40381,33860,29469,25598,18152,11368,7107,8112,0
384005410,2,18,42780,26638,18344,36929,66344,131789,113272,69285,45162,35748,31119,29164,29280,27505,19887,11842,7917,12920,0
384005430,1,18,61876,52336,44930,51289,63059,63733,52887,47218,42429,45124,52698,52095,42960,31904,20793,14949,10300,9843,0
384005430,2,18,59502,51423,45274,54969,71725,74475,66670,56621,51359,54358,60790,62546,56850,44782,31639,25280,20487,25669,0
384005499,1,18,111304,82121,66331,87936,127285,187606,179697,133437,104331,96143,96389,88675,74706,59144,39988,27020,17903,18482,0
384005499,2,18,107616,81327,65868,97149,148317,222455,195596,136766,103952,95243,95919,95340,89630,74900,53274,38448,29173,39559,0
384005510,1,18,2036121,2082840,2140548,2234880,2420882,2563700,2424111,2307862,2423269,2617799,2835637,2715144,2473649,2425230,2010333,1482809,1041439,953391,0
384005510,2,18,1936093,1988740,2043519,2103587,2288434,2422085,2329959,2267333,2406556,2626766,2918744,2928106,2809677,2748709,2295474,1729015,1281635,1470416,0
384005529,1,18,88039,99645,100215,98822,116693,124065,118398,115900,118485,107896,95338,81869,70966,58451,42244,29575,16127,10810,0
384005529,2,18,85064,98946,101452,97204,116309,130934,139978,139591,142212,130361,118155,108726,98494,80465,54515,35148,21701,18121,0
384005530,1,18,690454,691104,673531,691801,759325,705469,609878,552040,522750,517979,520988,472383,371504,277183,187413,127619,75977,55421,0
384005530,2,18,665762,667379,655307,666310,745194,718973,654677,605993,589409,574033,584660,545007,448382,344996,243607,176893,120997,117759,0
384005599,1,18,2829675,2893109,2933672,3045858,3319492,3419075,3176224,2997100,3084985,3263940,3471849,3287192,2930513,2772323,2247444,1644257,1136025,1021613,0
384005599,2,18,2700874,2773567,2819273,2886334,3169909,3291640,3143893,3031104,3156337,3349817,3641023,3599684,3371061,3185514,2600950,1945828,1427201,1609309,0
384005610,1,18,980212,1042340,1073804,1056405,1077859,1072435,1038282,1017231,1067759,1118946,1135759,1059158,910547,800588,578442,373070,230381,177969,0
384005610,2,18,938529,993382,1024074,994697,1000550,1025268,1011879,998138,1052389,1096686,1135444,1093502,984800,885189,660829,460815,326958,350060,0
384005629,1,18,76263,79568,76704,75577,81717,87032,92261,87770,91201,78195,64222,52414,40348,29829,21042,13324,7149,4242,0
384005629,2,18,72132,75891,77253,71838,76236,91702,101643,100410,101584,82981,68512,59351,49708,36910,24524,15855,8777,6736,0
384005630,1,18,611127,648695,648439,660655,677778,608163,541675,514860,506051,507448,499502,440320,343997,250321,153677,91698,50022,35246,0
384005630,2,18,595596,632515,636578,654622,691198,661476,634507,627451,620220,606394,598788,533957,443526,336347,216867,143748,96106,97657,0
384005699,1,18,1679306,1783449,1811531,1804643,1849660,1780274,1684468,1632018,1676104,1714621,1708179,1559292,1300303,1084809,755608,479496,288271,217972,0
384005699,2,18,1617597,1714384,1749933,1731897,1778652,1788424,1758496,1736316,1783988,1795437,1811018,1693864,1483383,1262310,904582,621939,432764,455436,0
384005799,1,18,291133,314771,316845,302116,293545,279100,274985,267686,248626,243782,253314,257877,239704,206911,149690,99575,62627,52125,0
384005799,2,18,282472,300344,303233,287648,269704,269333,267541,260040,242708,239857,258368,268229,249756,212844,157226,108330,76033,85394,0
384005910,1,18,892008,928195,961505,979700,1022889,917253,900249,882775,891255,933174,1006501,1006352,879082,710221,497588,338562,222927,198190,0
384005910,2,18,846370,885137,913244,935589,988409,896485,887254,870913,881381,926339,1022633,1030845,925989,779121,577654,429921,327332,402011,0
384005930,1,18,152052,155185,151515,147936,149042,126836,110990,104068,98191,93061,92499,87328,67261,47285,30189,20026,12545,9871,0
384005930,2,18,146755,150812,144756,141512,145272,132350,120901,113891,107593,101858,103402,102492,83360,60002,42361,29837,21847,22907,0
384005999,1,18,1077182,1118193,1145457,1168860,1234436,1084893,1051911,1024675,1023279,1054476,1122291,1112248,960735,768717,534799,362644,237729,209613,0
384005999,2,18,1024393,1071575,1092789,1114539,1183330,1069524,1049497,1024486,1024474,1057845,1150879,1155209,1026375,852367,628264,464993,352432,428052,0
384006010,1,18,723687,755998,812704,934711,979972,977606,905642,813779,834537,964612,1062092,1033692,886786,729848,505008,335105,240895,241045,0
384006010,2,18,693910,722818,779302,918510,968873,967843,904294,829080,871440,1012903,1115666,1096488,968230,824381,602106,436540,359235,500092,0
384006029,1,18,73642,74771,69939,80335,101417,113124,108176,93899,88487,74846,63842,51832,41425,30870,20561,15594,9734,7567,0
384006029,2,18,70342,72683,70695,88899,109855,123297,120767,105366,96038,81925,69127,58429,48308,36375,24595,18566,11932,11286,0
384006030,1,18,125945,120846,117586,129849,144659,131606,112295,101858,93767,94051,92058,79396,60033,42947,26687,17199,11350,9192,0
384006030,2,18,120728,115604,112341,125541,140046,129723,118101,110550,103958,105041,101046,90058,71113,52991,37563,27870,19528,19854,0
384006099,1,18,928742,959195,1007871,1152763,1235626,1231777,1134287,1016596,1023278,1139890,1224205,1169848,991876,806187,554066,369053,262709,258535,0
384006099,2,18,890446,918384,969476,1140654,1227098,1229046,1150565,1051728,1077778,1206150,1292402,1250551,1091922,916542,666273,484236,391618,532163,0
384006199,1,18,166775,180535,190730,208721,200606,196365,188726,182961,195965,223292,254738,261910,240358,207593,143746,94801,64971,55488,0
384006199,2,18,156930,171754,180905,196243,191971,192389,191648,188198,202766,232036,266867,278531,257805,219405,158232,114144,88007,106601,0
384006210,1,18,1105768,1170915,1261656,1338923,1411983,1246874,1190453,1151812,1190510,1338645,1494992,1526856,1354828,1102575,782773,526309,350577,325165,0
384006210,2,18,1050889,1117133,1200813,1271243,1345555,1185856,1163191,1137751,1182089,1335202,1513285,1571623,1416454,1177176,877575,640294,492053,616936,0
384006229,1,18,51187,57819,58850,63188,86184,70580,66807,62309,63400,54779,44699,36104,27409,22584,16105,10781,5542,4051,0
384006229,2,18,49539,56475,60372,63155,78557,69402,71124,68750,69599,56668,47007,38761,33088,28288,19413,12412,6869,6579,0
384006230,1,18,295301,291271,286359,303490,338748,274488,213816,205346,215770,213695,209881,205205,168392,127036,81838,50365,33520,31127,0
384006230,2,18,283684,277831,276318,294147,334399,282307,232983,232758,252020,247320,241896,244515,214595,169491,111528,76854,59800,67072,0
384006299,1,18,1469799,1537865,1624874,1724970,1856996,1607619,1485176,1433092,1483582,1621332,1764112,1781551,1561237,1259815,885265,590157,391134,361369,0
384006299,2,18,1401006,1468781,1555336,1647507,1778744,1552968,1481357,1453200,1518101,1654033,1817296,1869471,1676108,1383948,1013775,733143,560825,692769,0
384006310,1,18,768243,797975,815132,824684,871816,837919,839895,783016,758130,803573,911843,915321,797655,665664,488637,339027,230190,199417,0
384006310,2,18,730288,760971,774148,780905,840220,824882,825105,766564,753600,806809,928644,950828,854074,731453,559474,416872,319609,388217,0
384006330,1,18,160452,157991,151103,155583,171772,144043,120281,108134,101564,103879,109418,103256,79998,56097,37245,23993,15427,12090,0
384006330,2,18,154124,152557,146519,147572,164798,150631,133197,124447,119326,118789,124679,121880,100325,76498,53232,38723,28345,29589,0
384006399,1,18,962049,987894,997112,1013904,1087833,1022130,997520,926023,891572,934960,1045037,1038888,893371,734344,534533,368854,248564,213747,0
384006399,2,18,915976,945723,953046,961472,1046822,1015444,999088,927255,908572,955759,1080153,1096820,975504,823639,623005,462177,352191,421473,0
384006442,1,18,22792,20032,17794,16260,15483,14495,12380,10789,9403,8950,9966,9376,7016,5107,3095,1900,967,574,0
384006442,2,18,21488,19425,17684,15065,15040,14539,12666,10564,9609,9380,10515,10322,8095,5656,3718,2565,1632,1082,0
384006499,1,18,159212,164035,160364,166520,194198,169834,167794,157974,144308,148277,171668,188057,182577,154631,107599,71700,45830,41074,0
384006499,2,18,152115,155155,153548,152309,174721,159492,159836,149083,139819,146665,175515,197111,186602,151178,108020,77019,55968,69446,0
384006510,1,18,1388092,1453284,1538867,1598218,1590639,1564759,1490667,1436587,1466769,1600593,1744510,1795348,1587966,1292896,893943,623038,423335,388710,0
384006510,2,18,1320948,1384911,1461317,1517030,1543082,1510736,1473042,1426195,1472645,1611858,1790741,1870163,1679444,1419608,1046764,801034,615578,764995,0
384006529,1,18,47774,47908,44879,48033,59055,66025,65826,57720,52349,42540,34762,28011,23054,18170,13088,8961,4541,3295,0
384006529,2,18,46887,48319,49660,49081,59437,68533,68425,60363,54460,45874,39738,33660,29367,23475,16172,9602,6465,5488,0
384006530,1,18,340415,335522,318461,324008,339347,289279,239289,222348,216995,216667,225851,221115,176410,125366,80272,56080,37997,30346,0
384006530,2,18,329116,326536,310528,310004,330616,305770,266494,245505,240427,237605,252121,254562,211825,162891,112063,85961,65227,68956,0
384006599,1,18,1784315,1844068,1909241,1978033,1997585,1928061,1802664,1723279,1742969,1866792,2012875,2051740,1793289,1440474,989806,689486,466656,423102,0
384006599,2,18,1704966,1766872,1828681,1883612,1941387,1892484,1814695,1738821,1774441,1902122,2090155,2166143,1926517,1610282,1177683,898397,688489,840749,0
384006610,1,18,483246,495044,489055,484362,533724,523338,522522,479452,457167,461765,509509,514616,457287,386764,287839,203658,134789,112564,0
384006610,2,18,458762,473522,466261,451109,500027,506164,503476,464254,450587,457739,516408,536749,489137,424005,333469,249710,186596,204169,0
384006630,1,18,78779,79411,74374,75148,83792,70212,61817,53960,48140,45369,47895,44647,35645,24377,15189,9934,5826,4138,0
384006630,2,18,75486,75486,70374,71221,75678,66245,58925,52819,47632,45241,49166,48286,39168,29324,19471,13639,9448,9377,0
384006642,1,18,100413,97338,96528,92753,89047,75762,70967,64967,58454,54587,54863,49939,40591,31406,21303,13353,7262,4584,0
384006642,2,18,96581,94730,92371,90342,85693,73314,72700,64319,59757,55828,59387,56511,46412,36560,24722,17169,10998,8722,0
384006699,1,18,679429,689949,677506,670356,736996,692488,677156,616540,581096,575861,625133,619896,541808,448475,328065,229309,149131,122319,0
384006699,2,18,647833,661677,646529,630293,686376,669957,660198,603391,577116,574913,639624,654559,585985,498373,382959,283962,209371,223919,0
384006710,1,18,517956,541471,539349,545828,582978,618974,627253,603619,577376,571647,584832,612228,603181,523010,365127,236280,152185,143965,0
384006710,2,18,491525,514344,514573,519513,563090,599460,615556,589367,554170,558328,598238,652875,652179,562516,401682,272949,196021,255239,0
384006729,1,18,32002,34184,36385,38800,50460,46213,44933,40663,40319,33741,29752,24515,20392,15165,9944,6720,4057,3655,0
384006729,2,18,30133,35593,35915,37777,48955,49154,51417,48153,49641,42665,36076,30830,26591,20745,13171,8834,6645,6614,0
384006730,1,18,25431,26100,24602,25090,26650,24626,23185,21562,18158,17229,15411,14063,11187,7353,4036,2640,1352,1082,0
384006730,2,18,24104,25381,23647,22257,23276,20848,18882,17046,14996,12528,12319,11030,9292,6781,4405,3176,2100,2184,0
384006799,1,18,596157,620297,618258,628278,679184,707814,711893,681641,651017,636452,642734,662164,644029,552457,383490,248156,159025,149703,0
384006799,2,18,565375,593021,591423,597165,653505,686036,701265,669128,632487,626420,659592,707378,698442,597524,423888,287803,206386,265518,0
384006910,1,18,109158,117290,127425,152097,167544,154843,138394,127483,132531,152302,168646,168233,146432,119830,83196,54490,39974,42521,0
384006910,2,18,104166,110866,120436,151225,161942,146918,136766,129289,136699,161897,180896,182621,160393,133206,98570,72461,60665,92507,0
384006930,1,18,19842,19761,19273,21304,23386,20576,16779,15973,14188,13745,12921,12050,8756,5806,3611,2381,1420,1474,0
384006930,2,18,19028,19331,18569,21339,22334,20132,16637,15861,14865,14308,13673,12490,9363,5977,4336,3580,2705,2918,0
384006999,1,18,140251,146028,155098,183458,204216,188703,168112,152934,154507,173415,188005,185927,159577,128798,88942,58350,42192,44699,0
384006999,2,18,133646,139333,147433,184612,199547,180775,166020,154820,160154,184118,202338,201628,174855,142745,105450,77741,64438,96660,0
384007010,1,18,476043,497336,505307,527563,569925,551439,523103,507172,527011,551460,582285,571613,534547,515053,386811,248836,152066,112880,0
384007010,2,18,457716,479638,484538,491250,525027,548200,519488,502321,524025,554549,601856,613218,599552,566149,428119,292925,201955,214351,0
384007030,1,18,244826,263395,254092,262570,288297,245282,211334,195270,184839,193061,206919,200700,173855,135053,85676,52624,30079,22289,0
384007030,2,18,236746,257646,248981,256693,292224,263215,239488,229049,223858,233046,249611,244467,219242,173438,116898,78992,53858,56903,0
384007099,1,18,740890,781665,779592,810102,887650,819805,757448,725112,734147,763806,805499,786413,720078,659091,479011,305435,183965,136377,0
384007099,2,18,714382,759127,754698,767874,839860,834298,784237,756082,771530,809037,870036,874877,833867,751351,552448,376857,258580,273644,0
384007110,1,18,4101480,4141665,4121410,4009626,4079773,4100878,4023416,3737436,3611687,3512531,3522363,3327022,2783785,2262165,1595516,1067513,703456,581935,0
384007110,2,18,3925963,3975428,3962330,3801100,3810637,3876230,3849177,3643454,3591100,3489627,3552116,3428815,2977746,2481337,1826556,1318466,974586,1057231,0
384007129,1,18,243902,256038,249534,222318,252338,300207,305419,294755,291049,246403,202811,167505,136174,104369,70891,44900,24463,16381,0
384007129,2,18,231423,248566,242491,214684,239239,310556,333806,321693,311103,258100,213406,188479,164773,128270,82716,53114,31389,26488,0
384007130,1,18,674457,711549,706696,706387,748742,707226,650945,601554,566826,545955,535283,483368,365789,251938,151468,93855,56719,42886,0
384007130,2,18,651570,688871,684016,675346,713908,725184,694494,653926,623452,594873,591206,544271,438139,318061,206872,142315,98971,100477,0
384007199,1,18,5065007,5173605,5144250,5003809,5149284,5174384,5042673,4692844,4524818,4356319,4308700,4019725,3317084,2640783,1831760,1214416,789515,645569,0
384007199,2,18,4852044,4974530,4953340,4754450,4827414,4971094,4933184,4673330,4578147,4391346,4403457,4201648,3610186,2950024,2130440,1523255,1111296,1190608,0
384007299,1,18,78832,83468,89395,111175,120180,92589,89648,85800,89413,101374,116080,122909,112552,93855,64164,40417,26762,23939,0
384007299,2,18,73175,78901,84157,106133,111810,87563,90699,88020,91024,105133,122220,128274,117652,97763,69492,47471,36245,46357,0
384007399,1,18,1150464,1166348,1132742,1136576,1278776,1380128,1333950,1218368,1156487,1171744,1204214,1197784,1068050,875566,603163,385899,247430,229253,0
384007399,2,18,1096046,1114826,1085567,1074561,1167841,1287218,1278500,1181540,1130625,1149793,1213214,1236122,1141950,951622,664927,448510,325424,415202,0
384007499,1,18,258291,266810,272384,284292,311088,283039,274135,279703,288891,299518,315865,333790,318787,278705,194529,134184,82908,68719,0
384007499,2,18,247626,253610,258800,266736,296793,267249,265048,275793,284763,296531,324478,348332,336633,294903,214532,163725,121274,131016,0
384007699,1,18,98269,102804,97580,95149,109333,105805,106656,96245,87671,84919,95679,106379,98055,77266,51441,33623,21322,19333,0
384007699,2,18,92005,98456,91549,88212,97117,96204,97775,88353,80065,79707,94193,104312,94682,74447,52364,37369,27126,31947,0
384007899,1,18,156465,155413,146261,146432,157901,148061,146724,131451,119311,123245,141091,147144,135831,108836,71811,49678,36401,35295,0
384007899,2,18,148833,146849,138735,136944,145142,135009,135334,123480,112704,117931,139868,147455,135118,107682,76119,58991,50039,67713,0
