YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20200222,3.992,0.280,1.816,0.143,1.466,0.184,3.019,0.348,2.417,0.372,0.708,0.119,0.562,0.113,0.843,303.1
20200223,4.252,0.284,1.933,0.146,1.940,0.210,3.270,0.354,3.281,0.438,0.788,0.121,0.790,0.137,1.004,292.6
20200224,4.410,0.289,2.007,0.149,1.987,0.215,3.425,0.361,3.389,0.448,0.836,0.123,0.827,0.140,0.997,288.5
20200225,4.483,0.293,2.045,0.151,2.029,0.218,3.498,0.366,3.474,0.455,0.856,0.125,0.852,0.142,0.992,288.9
20200226,3.756,0.294,1.740,0.152,1.413,0.184,2.793,0.370,2.258,0.374,0.621,0.127,0.502,0.115,0.865,337.3
20200227,3.948,0.298,1.829,0.155,1.538,0.193,2.980,0.376,2.503,0.395,0.676,0.129,0.567,0.121,0.842,328.6
20200228,4.711,0.305,2.164,0.158,2.132,0.229,3.728,0.384,3.670,0.479,0.922,0.131,0.907,0.149,0.994,289.9
20200229,4.852,0.309,2.232,0.161,2.182,0.234,3.870,0.391,3.781,0.489,0.967,0.133,0.944,0.152,0.985,287.3
20200301,4.266,0.311,1.986,0.162,1.904,0.218,3.295,0.395,3.184,0.455,0.766,0.135,0.743,0.142,0.851,322.0
20200302,4.394,0.315,2.048,0.165,1.687,0.209,3.423,0.401,2.841,0.424,0.804,0.137,0.671,0.129,0.756,318.9
20200303,3.687,0.316,1.747,0.166,1.466,0.195,2.725,0.406,2.292,0.402,0.582,0.139,0.491,0.125,0.862,372.8
20200304,4.163,0.322,1.961,0.170,1.600,0.207,3.197,0.414,2.604,0.422,0.723,0.141,0.587,0.129,0.807,342.1
20200305,5.074,0.330,2.367,0.174,2.294,0.248,4.107,0.422,4.001,0.517,1.024,0.144,0.999,0.160,0.863,296.7
20200306,4.989,0.333,2.338,0.176,1.967,0.234,4.026,0.428,3.402,0.477,0.990,0.146,0.841,0.145,0.825,304.5
20200307,4.061,0.333,1.936,0.177,1.254,0.189,3.099,0.431,2.027,0.369,0.681,0.147,0.451,0.109,0.627,363.2
20200308,4.068,0.337,1.946,0.179,1.481,0.205,3.106,0.437,2.348,0.416,0.680,0.149,0.512,0.127,0.797,367.4
20200309,4.302,0.342,2.057,0.183,1.565,0.213,3.343,0.445,2.527,0.433,0.750,0.152,0.562,0.132,0.769,355.6
20200310,3.981,0.345,1.921,0.185,1.583,0.213,3.020,0.450,2.490,0.441,0.647,0.154,0.534,0.137,0.803,383.8
20200311,5.142,0.353,2.445,0.189,1.344,0.217,4.198,0.460,2.300,0.415,1.024,0.156,0.562,0.119,0.604,316.7
20200312,5.423,0.359,2.579,0.192,2.588,0.278,4.488,0.467,4.503,0.586,1.121,0.159,1.124,0.183,1.006,307.7
20200313,5.324,0.362,2.543,0.195,2.477,0.274,4.392,0.474,4.286,0.575,1.081,0.161,1.056,0.179,0.953,315.8
20200314,5.689,0.368,2.715,0.198,2.636,0.285,4.771,0.481,4.644,0.597,1.211,0.163,1.180,0.185,0.936,303.7
20200315,5.495,0.371,2.636,0.200,2.474,0.278,4.576,0.487,4.297,0.580,1.135,0.165,1.068,0.179,0.949,315.4
20200316,5.547,0.374,2.668,0.203,2.566,0.283,4.635,0.493,4.485,0.593,1.151,0.167,1.120,0.184,0.904,316.7
20200317,5.441,0.377,2.628,0.205,2.293,0.271,4.530,0.499,3.958,0.561,1.109,0.170,0.970,0.172,0.852,325.0
20200318,5.434,0.381,2.633,0.208,1.754,0.245,4.527,0.505,3.048,0.484,1.103,0.172,0.749,0.142,0.582,328.9
20200319,5.068,0.382,2.475,0.209,1.880,0.251,4.152,0.510,3.127,0.512,0.971,0.173,0.727,0.155,0.835,351.1
20200320,6.208,0.391,3.003,0.214,2.946,0.313,5.346,0.520,5.247,0.659,1.385,0.176,1.361,0.205,0.965,303.5
20200321,5.275,0.390,2.586,0.215,0.925,0.217,4.376,0.523,1.535,0.398,1.037,0.178,0.358,0.107,0.419,347.5
20200322,5.237,0.393,2.576,0.217,1.849,0.255,4.341,0.529,3.098,0.515,1.021,0.180,0.724,0.154,0.737,353.1
20200323,5.273,0.397,2.601,0.219,2.188,0.276,4.383,0.535,3.663,0.573,1.031,0.182,0.855,0.176,0.889,354.8
20200324,5.269,0.400,2.607,0.222,1.615,0.243,4.384,0.541,2.743,0.475,1.026,0.184,0.647,0.138,0.547,358.6
20200325,5.104,0.403,2.538,0.224,1.298,0.228,4.213,0.548,2.173,0.432,0.966,0.186,0.502,0.122,0.485,371.4
20200326,4.493,0.403,2.263,0.225,1.841,0.256,3.572,0.552,2.903,0.533,0.763,0.188,0.619,0.165,0.832,415.8
20200327,5.541,0.411,2.757,0.230,2.288,0.288,4.686,0.560,3.877,0.596,1.115,0.190,0.919,0.182,0.841,354.9
20200328,5.375,0.413,2.688,0.232,2.582,0.305,4.514,0.566,4.337,0.649,1.053,0.192,1.011,0.203,0.937,366.9
20200329,5.440,0.417,2.727,0.234,1.012,0.229,4.589,0.573,1.699,0.418,1.074,0.194,0.398,0.112,0.393,366.7
20200330,5.425,0.420,2.728,0.237,2.267,0.292,4.578,0.579,3.786,0.607,1.066,0.196,0.879,0.186,0.877,370.8
20200331,5.726,0.424,2.877,0.239,2.651,0.313,4.906,0.585,4.530,0.660,1.171,0.198,1.085,0.205,0.917,358.7
20200401,6.210,0.429,3.114,0.242,2.280,0.300,5.434,0.592,3.989,0.609,1.350,0.201,0.992,0.183,0.708,339.8
20200402,5.416,0.429,2.747,0.244,2.332,0.296,4.582,0.597,3.920,0.617,1.056,0.202,0.909,0.190,0.779,381.2
20200403,5.024,0.430,2.569,0.245,1.483,0.245,4.164,0.601,2.467,0.473,0.919,0.204,0.555,0.136,0.439,408.2
20200404,5.442,0.435,2.776,0.248,2.555,0.315,4.621,0.608,4.246,0.669,1.061,0.206,0.972,0.209,0.918,386.0
20200405,5.748,0.439,2.929,0.251,2.863,0.335,4.959,0.614,4.842,0.717,1.169,0.208,1.140,0.225,0.990,372.7
20200406,6.013,0.443,3.064,0.254,3.073,0.348,5.254,0.621,5.271,0.748,1.265,0.211,1.268,0.234,0.999,362.7
20200407,6.595,0.448,3.350,0.257,3.350,0.366,5.899,0.629,5.898,0.781,1.487,0.213,1.487,0.244,1.000,340.4
20200408,6.555,0.451,3.340,0.259,3.392,0.369,5.863,0.634,5.953,0.791,1.469,0.215,1.491,0.248,1.019,344.5
20200409,6.311,0.452,3.232,0.261,3.177,0.358,5.602,0.638,5.520,0.764,1.372,0.216,1.355,0.238,0.962,357.3
20200410,6.866,0.457,3.508,0.264,3.437,0.375,6.223,0.646,6.102,0.799,1.590,0.219,1.559,0.249,0.967,337.4
20200411,7.221,0.461,3.688,0.267,3.603,0.386,6.625,0.653,6.495,0.818,1.734,0.221,1.706,0.255,0.932,327.1
20200412,8.193,0.468,4.167,0.271,4.145,0.421,7.716,0.661,7.670,0.894,2.154,0.224,2.139,0.282,1.001,299.9
20200413,7.938,0.469,4.055,0.272,3.577,0.397,7.445,0.665,6.563,0.830,2.039,0.225,1.795,0.258,0.890,308.9
20200414,8.165,0.473,4.175,0.275,4.111,0.421,7.711,0.672,7.608,0.893,2.139,0.228,2.113,0.281,0.941,304.5
20200415,8.134,0.475,4.170,0.277,3.403,0.393,7.688,0.677,6.306,0.812,2.123,0.229,1.747,0.250,0.711,307.3
20200416,8.428,0.479,4.324,0.280,3.958,0.420,8.030,0.683,7.374,0.882,2.254,0.231,2.076,0.276,0.841,301.3
20200417,8.178,0.481,4.213,0.282,4.266,0.434,7.762,0.688,7.861,0.924,2.140,0.233,2.167,0.291,1.008,309.8
20200418,8.307,0.485,4.286,0.285,4.245,0.434,7.918,0.695,7.867,0.922,2.196,0.235,2.185,0.290,0.900,308.2
20200419,9.436,0.494,4.850,0.289,3.846,0.440,9.210,0.705,7.328,0.908,2.726,0.239,2.175,0.286,0.728,282.6
20200420,6.970,0.484,3.649,0.286,2.496,0.343,6.429,0.700,4.466,0.689,1.617,0.237,1.133,0.204,0.481,355.3
20200421,7.328,0.489,3.834,0.289,3.487,0.396,6.844,0.707,6.242,0.834,1.764,0.239,1.611,0.258,0.838,344.0
20200422,6.325,0.487,3.347,0.289,2.633,0.346,5.714,0.709,4.541,0.714,1.359,0.240,1.088,0.216,0.676,387.0
20200423,7.380,0.494,3.878,0.294,3.418,0.398,6.922,0.718,6.091,0.836,1.784,0.243,1.568,0.258,0.896,345.8
20200424,7.826,0.499,4.108,0.297,3.048,0.390,7.441,0.724,5.488,0.801,1.975,0.245,1.447,0.244,0.817,332.7
20200425,7.645,0.501,4.028,0.298,3.149,0.387,7.245,0.729,5.734,0.793,1.895,0.246,1.513,0.240,0.606,340.3
20200426,7.499,0.503,3.964,0.300,2.596,0.374,7.088,0.734,4.651,0.756,1.832,0.248,1.208,0.225,0.666,346.9
20200427,7.662,0.506,4.054,0.303,3.445,0.408,7.285,0.739,6.176,0.853,1.901,0.250,1.606,0.263,0.854,342.9
20200428,8.175,0.511,4.319,0.306,3.594,0.422,7.886,0.746,6.578,0.878,2.126,0.252,1.779,0.270,0.780,328.3
20200429,7.782,0.512,4.132,0.307,3.217,0.402,7.444,0.749,5.823,0.827,1.952,0.253,1.535,0.251,0.722,342.1
20200430,7.719,0.514,4.109,0.309,4.132,0.445,7.381,0.754,7.430,0.953,1.924,0.255,1.938,0.298,0.987,345.7
20200501,8.171,0.519,4.345,0.312,4.404,0.463,7.916,0.761,8.022,0.990,2.124,0.257,2.152,0.311,1.017,332.7
20200502,8.459,0.523,4.499,0.315,4.535,0.471,8.261,0.766,8.333,1.006,2.254,0.259,2.277,0.316,1.008,325.7
20200503,8.600,0.526,4.579,0.317,4.621,0.478,8.437,0.772,8.514,1.021,2.319,0.260,2.340,0.321,1.010,323.0
20200504,9.299,0.533,4.942,0.322,4.993,0.503,9.265,0.781,9.361,1.072,2.650,0.264,2.678,0.340,1.011,306.3
20200505,9.068,0.534,4.835,0.323,4.860,0.496,9.008,0.784,9.061,1.056,2.539,0.264,2.555,0.334,0.989,313.1
20200506,9.114,0.537,4.867,0.325,4.904,0.500,9.074,0.788,9.145,1.065,2.561,0.266,2.582,0.337,1.002,313.0
20200507,8.865,0.537,4.749,0.326,4.754,0.492,8.794,0.791,8.807,1.048,2.443,0.267,2.449,0.330,0.994,320.5
20200508,9.044,0.541,4.850,0.328,4.856,0.499,9.017,0.796,9.033,1.064,2.528,0.268,2.536,0.336,1.000,316.9
20200509,9.216,0.544,4.946,0.331,4.318,0.479,9.232,0.802,8.101,1.000,2.612,0.270,2.312,0.312,0.838,313.6
20200510,9.228,0.546,4.961,0.333,4.975,0.508,9.258,0.806,9.309,1.081,2.618,0.272,2.637,0.341,0.930,314.3
20200511,9.523,0.551,5.121,0.335,5.189,0.523,9.619,0.812,9.745,1.115,2.762,0.274,2.799,0.354,1.015,308.2
20200512,9.966,0.557,5.356,0.339,5.402,0.538,10.156,0.819,10.243,1.146,2.985,0.276,3.010,0.366,1.010,299.1
20200513,9.592,0.556,5.173,0.339,3.433,0.460,9.725,0.821,6.455,0.935,2.798,0.277,1.858,0.288,0.661,308.3
20200514,9.688,0.558,5.231,0.341,4.597,0.502,9.851,0.825,8.711,1.049,2.846,0.278,2.531,0.329,0.745,306.9
20200515,9.984,0.563,5.392,0.344,4.230,0.496,10.217,0.831,8.089,1.024,2.996,0.280,2.398,0.320,0.651,301.1
20200516,10.201,0.564,5.512,0.345,2.687,0.459,10.489,0.834,5.112,0.913,3.109,0.281,1.509,0.281,0.453,297.2
20200517,10.019,0.561,5.427,0.345,2.234,0.443,10.285,0.833,4.250,0.869,3.017,0.281,1.250,0.263,0.372,301.7
20200518,9.455,0.556,5.143,0.343,4.492,0.499,9.622,0.831,8.404,1.047,2.736,0.280,2.391,0.328,0.879,315.2
20200519,8.800,0.550,4.811,0.341,3.538,0.456,8.850,0.828,6.446,0.941,2.420,0.279,1.743,0.289,0.828,332.8
20200520,8.768,0.549,4.801,0.341,4.718,0.500,8.822,0.830,8.676,1.068,2.406,0.280,2.370,0.335,0.984,334.3
20200521,8.847,0.549,4.849,0.341,4.576,0.495,8.928,0.831,8.430,1.050,2.446,0.280,2.316,0.329,0.961,332.7
20200522,9.029,0.550,4.950,0.342,4.989,0.516,9.155,0.833,9.228,1.104,2.534,0.281,2.554,0.348,1.008,328.4
20200523,9.682,0.553,5.296,0.344,5.338,0.538,9.951,0.838,10.030,1.149,2.857,0.283,2.880,0.365,1.007,312.6
20200524,9.248,0.549,5.077,0.343,5.118,0.524,9.439,0.837,9.517,1.122,2.644,0.283,2.665,0.355,1.008,323.7
20200525,8.587,0.545,4.738,0.341,4.592,0.496,8.652,0.835,8.370,1.060,2.328,0.282,2.246,0.332,0.991,342.3
20200526,8.602,0.545,4.751,0.342,4.762,0.503,8.679,0.836,8.703,1.079,2.337,0.282,2.344,0.339,0.986,342.3
20200527,8.498,0.543,4.702,0.341,4.745,0.502,8.561,0.836,8.638,1.079,2.289,0.283,2.309,0.339,1.010,345.9
20200528,8.561,0.543,4.740,0.342,4.777,0.504,8.645,0.837,8.714,1.082,2.320,0.283,2.338,0.340,1.008,344.4
20200529,8.985,0.544,4.967,0.343,4.977,0.516,9.167,0.840,9.183,1.107,2.523,0.284,2.527,0.349,1.005,332.8
20200530,8.307,0.541,4.617,0.342,4.505,0.489,8.353,0.839,8.157,1.048,2.204,0.284,2.156,0.328,0.983,353.0
20200531,9.092,0.543,5.033,0.343,5.033,0.520,9.311,0.842,9.314,1.114,2.578,0.285,2.578,0.352,0.988,330.6
20200601,9.148,0.543,5.067,0.343,4.932,0.514,9.388,0.843,9.173,1.095,2.607,0.285,2.554,0.344,0.874,329.4
20200602,9.259,0.542,5.130,0.343,5.175,0.528,9.530,0.844,9.612,1.132,2.663,0.286,2.685,0.358,1.009,326.8
20200603,8.774,0.540,4.879,0.342,4.902,0.512,8.947,0.843,8.989,1.099,2.429,0.285,2.440,0.346,1.002,340.2
20200604,9.701,0.542,5.371,0.344,5.351,0.539,10.082,0.845,10.044,1.154,2.886,0.286,2.875,0.367,0.991,316.4
20200605,7.935,0.537,4.444,0.341,4.142,0.467,7.940,0.842,7.438,0.996,2.042,0.285,1.918,0.310,0.828,367.1
20200606,9.597,0.540,5.324,0.343,5.298,0.535,9.968,0.845,9.931,1.146,2.836,0.287,2.829,0.363,0.982,319.3
20200607,9.635,0.540,5.348,0.344,5.075,0.525,10.021,0.846,9.562,1.114,2.857,0.287,2.744,0.351,0.874,318.6
20200608,9.123,0.538,5.080,0.343,4.895,0.514,9.401,0.846,9.066,1.098,2.603,0.287,2.511,0.346,0.936,331.7
20200609,8.991,0.537,5.013,0.343,4.804,0.510,9.246,0.846,8.852,1.089,2.540,0.287,2.430,0.343,0.964,335.4
20200610,8.543,0.536,4.779,0.342,4.609,0.496,8.703,0.845,8.395,1.063,2.327,0.287,2.246,0.333,0.973,348.4
20200611,8.403,0.535,4.707,0.342,4.578,0.495,8.536,0.845,8.289,1.063,2.262,0.287,2.194,0.334,0.994,352.8
20200612,8.913,0.535,4.979,0.342,4.900,0.510,9.162,0.845,9.055,1.092,2.506,0.287,2.487,0.343,0.919,337.9
20200613,9.989,0.536,5.550,0.343,4.930,0.526,10.482,0.846,9.355,1.108,3.046,0.287,2.731,0.350,0.786,311.1
20200614,10.726,0.536,5.942,0.343,5.986,0.576,11.389,0.847,11.475,1.234,3.436,0.288,3.462,0.399,1.003,295.7
20200615,9.561,0.534,5.327,0.342,5.367,0.538,9.964,0.846,10.040,1.156,2.829,0.287,2.850,0.367,1.007,321.2
20200616,10.233,0.535,5.684,0.342,5.715,0.559,10.791,0.846,10.852,1.199,3.176,0.287,3.195,0.384,1.005,305.9
20200617,10.172,0.535,5.653,0.342,5.694,0.558,10.718,0.847,10.799,1.196,3.144,0.287,3.169,0.383,1.004,307.3
20200618,11.457,0.536,6.335,0.343,6.206,0.595,12.297,0.848,12.056,1.269,3.841,0.288,3.768,0.415,0.952,282.4
20200619,11.682,0.536,6.454,0.343,6.011,0.594,12.575,0.848,11.715,1.260,3.968,0.288,3.697,0.414,0.909,278.6
20200620,10.799,0.535,5.987,0.343,6.032,0.579,11.490,0.847,11.577,1.240,3.479,0.288,3.505,0.401,1.007,294.5
20200621,9.422,0.534,5.258,0.342,5.284,0.533,9.802,0.846,9.862,1.144,2.761,0.287,2.779,0.363,0.963,324.8
20200622,9.079,0.533,5.076,0.342,5.099,0.523,9.382,0.846,9.424,1.124,2.591,0.287,2.603,0.355,1.005,333.7
20200623,9.057,0.533,5.064,0.342,5.100,0.522,9.354,0.846,9.421,1.124,2.580,0.287,2.599,0.355,1.007,334.3
20200624,9.567,0.534,5.333,0.342,5.376,0.539,9.978,0.846,10.058,1.157,2.834,0.287,2.856,0.368,1.008,321.1
20200625,10.503,0.534,5.828,0.342,5.869,0.568,11.125,0.846,11.206,1.217,3.320,0.287,3.345,0.392,0.991,300.2
20200626,10.687,0.534,5.924,0.342,5.965,0.574,11.349,0.846,11.432,1.229,3.419,0.287,3.445,0.397,0.988,296.4
20200627,11.304,0.535,6.249,0.342,5.930,0.583,12.103,0.846,11.487,1.241,3.756,0.287,3.562,0.404,0.914,284.8
20200628,11.315,0.534,6.253,0.342,6.304,0.595,12.114,0.845,12.213,1.274,3.762,0.287,3.793,0.416,1.008,284.4
20200629,11.219,0.534,6.200,0.341,6.250,0.592,11.993,0.844,12.089,1.267,3.708,0.287,3.738,0.413,1.008,286.0
20200630,10.760,0.533,5.955,0.341,6.002,0.576,11.425,0.843,11.516,1.234,3.456,0.286,3.484,0.399,1.008,294.5
20200701,11.113,0.533,6.139,0.341,6.187,0.587,11.854,0.843,11.948,1.257,3.649,0.286,3.678,0.409,1.003,287.7
20200702,11.164,0.533,6.163,0.340,6.211,0.588,11.911,0.842,12.005,1.260,3.676,0.286,3.705,0.411,1.003,286.6
20200703,11.571,0.533,6.375,0.340,6.424,0.602,12.405,0.841,12.502,1.288,3.902,0.286,3.933,0.423,1.001,279.2
20200704,10.617,0.531,5.867,0.339,5.833,0.567,11.231,0.840,11.159,1.214,3.377,0.285,3.352,0.392,1.003,296.6
20200705,10.203,0.531,5.645,0.339,5.689,0.555,10.720,0.838,10.803,1.191,3.157,0.285,3.182,0.382,1.007,304.9
20200706,10.311,0.530,5.698,0.338,5.676,0.555,10.845,0.836,10.805,1.189,3.213,0.284,3.202,0.381,0.993,302.3
20200707,11.446,0.531,6.292,0.338,6.344,0.595,12.225,0.836,12.325,1.274,3.828,0.284,3.860,0.418,1.009,280.5
20200708,11.117,0.530,6.115,0.337,6.160,0.583,11.816,0.834,11.904,1.249,3.645,0.283,3.673,0.407,1.008,286.0
20200709,10.978,0.529,6.036,0.337,6.060,0.578,11.638,0.833,11.683,1.236,3.568,0.283,3.581,0.402,1.007,288.3
20200710,10.530,0.528,5.796,0.336,5.844,0.563,11.084,0.831,11.175,1.206,3.325,0.282,3.352,0.389,1.010,296.7
20200711,10.207,0.527,5.621,0.335,5.341,0.542,10.683,0.829,10.138,1.155,3.154,0.282,2.991,0.369,0.981,303.0
20200712,11.235,0.528,6.156,0.335,6.205,0.585,11.926,0.828,12.021,1.252,3.705,0.281,3.735,0.409,1.008,282.7
20200713,10.944,0.527,5.997,0.334,5.919,0.570,11.562,0.826,11.412,1.218,3.545,0.281,3.501,0.395,0.986,287.6
20200714,10.476,0.526,5.746,0.333,5.775,0.557,10.984,0.823,11.038,1.193,3.292,0.280,3.309,0.385,1.012,296.3
20200715,10.329,0.525,5.663,0.332,5.116,0.530,10.796,0.821,9.798,1.117,3.213,0.279,2.929,0.356,0.810,298.9
20200716,9.778,0.524,5.369,0.331,5.415,0.534,10.121,0.819,10.207,1.145,2.928,0.278,2.953,0.365,1.010,310.4
20200717,9.955,0.524,5.455,0.331,5.427,0.536,10.325,0.818,10.280,1.146,3.017,0.278,3.008,0.366,0.994,305.9
20200718,8.878,0.523,4.887,0.330,4.822,0.500,9.016,0.815,8.888,1.073,2.481,0.277,2.443,0.339,0.999,331.8
20200719,10.108,0.524,5.522,0.330,5.437,0.538,10.490,0.815,10.323,1.149,3.095,0.277,3.043,0.368,0.996,301.5
20200720,10.043,0.523,5.481,0.329,5.525,0.539,10.401,0.813,10.484,1.155,3.060,0.276,3.085,0.370,1.008,302.4
20200721,9.803,0.523,5.349,0.328,5.392,0.531,10.102,0.810,10.183,1.137,2.936,0.275,2.960,0.363,1.008,307.1
20200722,10.865,0.524,5.893,0.328,5.940,0.564,11.367,0.809,11.458,1.207,3.491,0.275,3.519,0.392,1.008,284.8
20200723,11.031,0.524,5.971,0.328,6.018,0.569,11.555,0.808,11.646,1.216,3.580,0.274,3.609,0.397,1.003,281.2
20200724,10.328,0.523,5.599,0.326,5.557,0.540,10.698,0.805,10.648,1.151,3.204,0.273,3.198,0.370,0.931,294.0
20200725,10.134,0.522,5.491,0.326,5.535,0.538,10.453,0.802,10.538,1.151,3.102,0.272,3.127,0.370,1.008,297.3
20200726,10.057,0.522,5.443,0.324,5.486,0.534,10.349,0.799,10.432,1.142,3.062,0.271,3.086,0.366,1.008,298.3
20200727,9.877,0.521,5.342,0.323,5.385,0.527,10.122,0.797,10.203,1.128,2.969,0.270,2.993,0.361,1.008,301.4
20200728,10.184,0.521,5.492,0.323,5.536,0.536,10.476,0.795,10.560,1.147,3.126,0.270,3.151,0.369,1.008,294.2
20200729,10.055,0.521,5.417,0.322,5.460,0.531,10.309,0.793,10.392,1.136,3.058,0.269,3.083,0.365,1.008,296.1
20200730,10.083,0.521,5.422,0.322,5.465,0.531,10.330,0.791,10.412,1.135,3.072,0.268,3.096,0.365,1.008,294.7
20200731,10.018,0.520,5.380,0.320,5.423,0.528,10.240,0.787,10.322,1.127,3.038,0.267,3.062,0.362,1.008,295.3
20200801,10.310,0.521,5.520,0.320,5.564,0.536,10.572,0.785,10.656,1.145,3.188,0.266,3.213,0.369,1.007,288.4
20200802,9.975,0.520,5.340,0.319,5.383,0.524,10.162,0.782,10.244,1.120,3.015,0.265,3.039,0.359,1.008,294.4
20200803,9.986,0.519,5.336,0.318,5.374,0.523,10.161,0.780,10.238,1.117,3.020,0.264,3.043,0.358,0.987,293.3
20200804,9.037,0.515,4.843,0.315,4.613,0.476,9.030,0.773,8.674,1.007,2.548,0.262,2.468,0.316,0.801,314.2
20200805,8.990,0.515,4.811,0.314,4.805,0.488,8.962,0.770,8.950,1.042,2.525,0.261,2.522,0.329,1.002,314.4
20200806,9.163,0.515,4.890,0.314,4.730,0.486,9.153,0.768,8.851,1.033,2.609,0.260,2.522,0.327,0.981,309.0
20200807,8.950,0.514,4.773,0.312,4.623,0.479,8.891,0.764,8.601,1.019,2.506,0.259,2.420,0.322,0.989,313.2
20200808,9.045,0.514,4.811,0.312,4.843,0.488,8.989,0.762,9.048,1.041,2.551,0.258,2.568,0.330,1.004,309.7
20200809,9.217,0.514,4.889,0.311,4.926,0.492,9.178,0.759,9.247,1.049,2.634,0.257,2.654,0.333,1.008,304.4
20200810,9.104,0.513,4.822,0.309,4.861,0.487,9.033,0.755,9.105,1.039,2.579,0.255,2.600,0.330,1.008,305.9
20200811,9.021,0.512,4.771,0.308,4.809,0.483,8.924,0.752,8.995,1.031,2.540,0.254,2.560,0.327,1.008,306.8
20200812,9.784,0.516,5.144,0.309,5.185,0.506,9.796,0.752,9.874,1.078,2.915,0.255,2.938,0.346,1.007,288.2
20200813,9.809,0.516,5.146,0.308,5.179,0.505,9.810,0.749,9.878,1.074,2.928,0.253,2.949,0.345,0.990,286.4
20200814,9.886,0.516,5.174,0.307,5.086,0.499,9.884,0.746,9.769,1.056,2.967,0.252,2.945,0.338,0.834,283.6
20200815,9.679,0.514,5.060,0.306,4.782,0.485,9.630,0.742,9.153,1.021,2.863,0.251,2.742,0.325,0.839,286.7
20200816,9.492,0.511,4.956,0.304,4.985,0.490,9.400,0.737,9.464,1.043,2.770,0.249,2.790,0.333,0.970,289.4
20200817,9.405,0.509,4.902,0.302,4.873,0.484,9.285,0.732,9.235,1.026,2.728,0.247,2.715,0.327,0.987,290.0
20200818,9.269,0.507,4.824,0.300,4.859,0.481,9.114,0.727,9.182,1.022,2.662,0.246,2.682,0.326,1.002,291.7
20200819,8.612,0.501,4.488,0.296,4.463,0.455,8.349,0.719,8.318,0.966,2.349,0.243,2.345,0.304,0.950,306.2
20200820,9.294,0.504,4.814,0.297,4.853,0.478,9.113,0.719,9.187,1.017,2.675,0.243,2.696,0.325,1.008,288.3
20200821,9.148,0.501,4.732,0.294,4.767,0.472,8.933,0.713,9.002,1.002,2.605,0.241,2.625,0.319,1.002,290.2
20200822,9.728,0.504,5.006,0.295,5.035,0.488,9.578,0.712,9.640,1.035,2.890,0.241,2.910,0.333,0.982,276.2
20200823,9.122,0.498,4.697,0.291,4.731,0.467,8.874,0.704,8.940,0.992,2.594,0.238,2.613,0.316,1.006,287.7
20200824,9.157,0.496,4.703,0.289,4.741,0.467,8.900,0.700,8.972,0.991,2.612,0.237,2.633,0.316,1.008,285.3
20200825,9.223,0.495,4.724,0.287,4.763,0.467,8.959,0.695,9.032,0.991,2.644,0.235,2.666,0.317,1.008,282.3
20200826,8.999,0.491,4.604,0.285,4.641,0.458,8.693,0.689,8.762,0.972,2.538,0.233,2.559,0.310,1.007,285.7
20200827,8.970,0.489,4.578,0.283,4.615,0.456,8.645,0.685,8.714,0.966,2.525,0.231,2.546,0.308,1.008,284.7
20200828,8.764,0.486,4.467,0.281,4.503,0.447,8.400,0.679,8.468,0.949,2.429,0.229,2.449,0.301,1.008,287.8
20200829,8.735,0.483,4.443,0.278,4.456,0.443,8.355,0.673,8.391,0.937,2.418,0.227,2.430,0.297,0.959,286.7
20200830,9.106,0.485,4.610,0.278,4.583,0.451,8.754,0.671,8.709,0.954,2.595,0.227,2.585,0.305,0.983,276.5
20200831,8.485,0.477,4.300,0.274,3.318,0.394,8.048,0.662,6.250,0.806,2.304,0.223,1.797,0.249,0.652,289.0
20200901,8.509,0.475,4.300,0.272,4.319,0.431,8.062,0.657,8.104,0.912,2.318,0.222,2.330,0.289,0.983,286.5
20200902,8.308,0.472,4.193,0.269,3.366,0.389,7.826,0.650,6.346,0.798,2.227,0.219,1.816,0.246,0.591,289.6
20200903,8.123,0.468,4.093,0.267,4.088,0.414,7.609,0.644,7.599,0.877,2.145,0.217,2.142,0.276,0.999,292.3
20200904,7.909,0.464,3.980,0.264,3.852,0.401,7.361,0.638,7.118,0.845,2.051,0.215,1.982,0.265,0.976,296.0
20200905,8.106,0.463,4.064,0.263,2.604,0.360,7.566,0.634,4.877,0.723,2.142,0.214,1.395,0.220,0.619,288.6
20200906,8.231,0.462,4.113,0.261,3.862,0.403,7.691,0.629,7.209,0.846,2.201,0.212,2.059,0.266,0.970,283.3
20200907,7.918,0.457,3.953,0.258,3.933,0.400,7.335,0.622,7.296,0.844,2.062,0.210,2.051,0.266,1.001,289.3
20200908,7.934,0.455,3.950,0.256,3.905,0.397,7.342,0.617,7.258,0.837,2.072,0.208,2.050,0.264,0.993,286.6
20200909,7.986,0.453,3.964,0.254,3.991,0.400,7.386,0.612,7.437,0.845,2.098,0.206,2.113,0.267,1.007,283.1
20200910,7.653,0.448,3.796,0.251,2.598,0.347,7.013,0.603,4.837,0.700,1.954,0.204,1.363,0.212,0.633,289.7
20200911,7.006,0.439,3.482,0.246,2.931,0.343,6.302,0.594,5.280,0.709,1.681,0.200,1.401,0.218,0.885,306.7
20200912,7.218,0.439,3.572,0.245,3.163,0.350,6.522,0.590,5.816,0.725,1.773,0.199,1.589,0.223,0.769,297.4
